Entry Date,Exit Date,Ticker,Entry Price,Exit Price,Shares,Max Leverage,PnL,PnL %,Days Held,Exit Reason
2009-03-19,2009-04-06,GOLD,958.3,871.5,3.1445,1.0,-272.94,-9.06,18,STOP LOSS: -9.1%
2009-01-23,2009-04-17,TBOND,129.6094,125.3438,24.1402,1.0,-102.97,-3.29,84,TRAILING STOP: Price 125.34 < Stop 125.94
2009-04-03,2009-04-30,TNOTE10,121.9688,120.9375,24.7221,1.0,-25.49,-0.85,27,TRAILING STOP: Price 120.94 < Stop 121.00
2009-03-18,2009-05-06,DXY,84.6,83.8,36.3459,1.0,-29.08,-0.95,49,TRAILING STOP: Price 83.80 < Stop 83.89
2009-04-17,2009-05-07,TBOND,125.3438,120.4375,24.4619,1.0,-120.02,-3.91,20,TRAILING STOP: Price 120.44 < Stop 121.94
2009-05-06,2009-05-20,DXY,83.8,80.99,35.8633,1.0,-100.78,-3.35,14,TRAILING STOP: Price 80.99 < Stop 81.09
2009-04-30,2009-05-26,TNOTE10,120.9375,118.7344,24.8436,1.0,-54.73,-1.82,26,TRAILING STOP: Price 118.73 < Stop 118.96
2009-05-22,2009-06-08,COFFEE,135.0,130.05,22.6833,1.0,-112.28,-3.67,17,TRAILING STOP: Price 130.05 < Stop 131.19
2009-04-24,2009-06-15,GOLD,913.6,926.9,3.289,1.0,43.74,1.46,52,TRAILING STOP: Price 926.90 < Stop 933.42
2009-06-09,2009-06-15,COFFEE,131.15,121.35,23.7819,1.0,-233.06,-7.47,6,MOMENTUM REVERSAL: -9.7%
2009-06-15,2009-07-14,GOLD,926.9,922.5,3.4257,1.0,-15.07,-0.47,29,MOMENTUM REVERSAL: -5.2%
2009-08-11,2009-08-13,SOYBEANS,1216.5,1187.25,2.5066,1.0,-73.32,-2.4,2,MOMENTUM REVERSAL: -6.5%
2009-07-22,2009-08-17,GOLD,953.0,934.3,3.3316,1.0,-62.3,-1.96,26,TRAILING STOP: Price 934.30 < Stop 934.77
2009-08-10,2009-08-17,COFFEE,135.85,125.45,22.904,1.0,-238.2,-7.66,7,MOMENTUM REVERSAL: -5.6%
2009-08-12,2009-08-17,SILVER,14.578,13.971,204.9865,1.0,-124.43,-4.16,5,TRAILING STOP: Price 13.97 < Stop 14.13
2009-08-24,2009-08-26,EURUSD,1.4293,1.4236,2126.702,1.0,-12.07,-0.4,2,MOMENTUM REVERSAL: -5.4%
2009-04-09,2009-09-08,SUGAR,12.74,20.87,240.735,1.0,1957.18,63.81,152,TRAILING STOP: Price 20.87 < Stop 21.02
2009-09-17,2009-09-21,NASDAQ,2126.75,2138.04,1.2825,1.0,14.48,0.53,4,MOMENTUM REVERSAL: -6.0%
2009-09-16,2009-09-24,COFFEE,133.2,129.3,20.8958,1.0,-81.49,-2.93,8,TRAILING STOP: Price 129.30 < Stop 129.73
2009-08-27,2009-09-28,EURUSD,1.4373,1.4622,2114.7095,1.5,78.86,2.59,32,TRAILING STOP: Price 1.46 < Stop 1.46
2009-09-08,2009-09-28,HANGSENG,21069.8105,20588.4102,0.1461,1.0,-70.35,-2.28,20,TRAILING STOP: Price 20588.41 < Stop 20627.62
2009-08-17,2009-10-02,SILVER,13.971,16.208,222.013,1.0,496.64,16.01,46,TRAILING STOP: Price 16.21 < Stop 16.30
2009-09-15,2009-10-02,COTTON,61.42,59.26,47.1847,1.0,-101.92,-3.52,17,TRAILING STOP: Price 59.26 < Stop 59.69
2009-09-08,2009-10-09,SUGAR,20.87,21.24,144.5893,1.0,53.5,1.77,31,TRAILING STOP: Price 21.24 < Stop 21.66
2009-10-02,2009-10-26,SILVER,16.208,17.084,169.5633,2.0,297.07,10.81,24,TRAILING STOP: Price 17.08 < Stop 17.23
2009-10-09,2009-10-27,RUSSELL2000,614.92,586.99,4.4798,1.0,-125.12,-4.54,18,TRAILING STOP: Price 586.99 < Stop 588.74
2009-09-28,2009-10-28,EURUSD,1.4622,1.4718,1986.4595,1.0,19.15,0.66,30,TRAILING STOP: Price 1.47 < Stop 1.48
2009-09-29,2009-10-28,NASDAQ,2124.04,2059.6101,1.3133,1.0,-84.62,-3.03,29,TRAILING STOP: Price 2059.61 < Stop 2075.45
2009-09-28,2009-10-29,HANGSENG,20588.4102,21264.9902,0.1383,1.0,93.54,3.29,31,TRAILING STOP: Price 21264.99 < Stop 21457.34
2009-10-02,2009-11-13,COFFEE,129.7,131.1,22.0632,1.0,30.89,1.08,42,TRAILING STOP: Price 131.10 < Stop 131.12
2009-08-17,2009-12-08,GOLD,934.3,1142.8,3.3876,2.0,1412.63,44.63,113,TRAILING STOP: Price 1142.80 < Stop 1147.10
2009-10-26,2009-12-08,GBPUSD,1.63,1.6249,1693.598,1.0,-8.61,-0.31,43,TRAILING STOP: Price 1.62 < Stop 1.63
2009-11-13,2009-12-08,EURUSD,1.4909,1.4697,1854.766,1.0,-39.3,-1.42,25,TRAILING STOP: Price 1.47 < Stop 1.47
2009-12-08,2009-12-21,EURUSD,1.4697,1.4287,1980.7141,1.0,-81.27,-2.79,13,TRAILING STOP: Price 1.43 < Stop 1.43
2009-12-08,2009-12-28,COFFEE,143.65,136.95,19.8596,1.0,-133.06,-4.66,20,TRAILING STOP: Price 136.95 < Stop 139.32
2009-12-21,2009-12-29,NATGAS,5.669,5.814,493.2901,1.0,71.53,2.56,8,MOMENTUM REVERSAL: -5.2%
2009-12-28,2010-01-13,CORN,416.0,384.0,6.7186,1.0,-214.99,-7.69,16,TRAILING STOP: Price 384.00 < Stop 388.35
2009-12-29,2010-01-20,EURUSD,1.4343,1.411,1949.6427,1.0,-45.38,-1.62,22,TRAILING STOP: Price 1.41 < Stop 1.42
2009-09-15,2010-01-21,FTSE,5042.1001,5335.1001,0.5633,1.0,165.04,5.81,128,TRAILING STOP: Price 5335.10 < Stop 5338.66
2009-10-29,2010-01-21,SP500,1066.11,1116.48,2.5913,1.5,195.79,7.09,84,TRAILING STOP: Price 1116.48 < Stop 1116.98
2009-09-15,2010-01-22,XLK,8.3167,8.7407,355.5755,2.0,301.53,10.2,129,TRAILING STOP: Price 8.74 < Stop 9.01
2009-10-27,2010-01-22,RUSSELL2000,586.99,617.12,4.6984,1.0,141.56,5.13,87,TRAILING STOP: Price 617.12 < Stop 621.71
2009-10-28,2010-01-22,XLV,21.3901,24.1215,131.6191,1.0,359.51,12.77,86,TRAILING STOP: Price 24.12 < Stop 24.21
2009-10-28,2010-01-22,NASDAQ,2059.6101,2205.29,1.3396,1.0,195.15,7.07,86,TRAILING STOP: Price 2205.29 < Stop 2233.23
2009-12-08,2010-01-22,GOLD,1142.8,1089.2,2.4464,1.0,-131.13,-4.69,45,TRAILING STOP: Price 1089.20 < Stop 1100.75
2009-10-02,2010-01-27,COPPER,2.6715,3.2145,1049.7362,1.0,570.01,20.33,117,TRAILING STOP: Price 3.21 < Stop 3.28
2010-01-13,2010-01-27,NATGAS,5.733,5.274,487.0156,1.0,-223.54,-8.01,14,STOP LOSS: -8.0%
2010-01-21,2010-02-01,GBPUSD,1.6205,1.5953,1726.3666,1.0,-43.6,-1.56,11,TREND REVERSAL: Death cross + below SMA200
2010-01-27,2010-02-03,COPPER,3.2145,2.968,874.1777,1.0,-215.48,-7.67,7,TRAILING STOP: Price 2.97 < Stop 2.98
2010-01-21,2010-02-04,SP500,1116.48,1063.11,2.5569,1.0,-136.46,-4.78,14,TRAILING STOP: Price 1063.11 < Stop 1066.23
2010-01-20,2010-02-05,COFFEE,139.2,128.8,20.052,1.0,-208.54,-7.47,16,TRAILING STOP: Price 128.80 < Stop 130.29
2010-01-22,2010-02-05,GOLD,1089.2,1052.2,2.5749,1.0,-95.27,-3.4,14,TRAILING STOP: Price 1052.20 < Stop 1058.07
2010-01-27,2010-02-23,NATGAS,5.274,4.778,543.6845,1.0,-269.67,-9.4,27,STOP LOSS: -9.4%
2010-02-05,2010-03-01,SUGAR,26.17,22.26,106.826,1.0,-417.69,-14.94,24,STOP LOSS: -14.9%
2010-03-01,2010-03-12,CORN,370.75,354.0,7.5075,1.0,-125.75,-4.52,11,MOMENTUM REVERSAL: -6.0%
2010-02-23,2010-03-15,NATGAS,4.778,4.391,584.2776,1.0,-226.12,-8.1,20,STOP LOSS: -8.1%
2010-02-05,2010-03-22,GOLD,1052.2,1099.3,2.7112,1.0,127.7,4.48,45,TRAILING STOP: Price 1099.30 < Stop 1105.75
2010-01-22,2010-03-25,XLE,16.6393,16.6264,175.5046,1.0,-2.27,-0.08,62,TRAILING STOP: Price 16.63 < Stop 16.66
2010-03-22,2010-04-13,COFFEE,133.0,132.2,20.9072,1.0,-16.73,-0.6,22,TRAILING STOP: Price 132.20 < Stop 132.68
2010-01-22,2010-04-16,XLV,24.1215,24.1794,126.0566,1.0,7.29,0.24,84,TRAILING STOP: Price 24.18 < Stop 24.29
2010-02-03,2010-04-27,COPPER,2.968,3.3635,944.9582,1.0,373.73,13.33,83,TRAILING STOP: Price 3.36 < Stop 3.47
2010-01-22,2010-05-04,NASDAQ,2205.29,2424.25,1.2977,2.0,568.3,19.86,102,TRAILING STOP: Price 2424.25 < Stop 2427.00
2010-02-01,2010-05-04,XLK,8.5551,9.3232,328.3329,2.0,504.37,17.96,92,TRAILING STOP: Price 9.32 < Stop 9.35
2010-03-15,2010-05-04,SILVER,17.083,17.818,162.5348,2.0,238.93,8.61,50,TRAILING STOP: Price 17.82 < Stop 18.02
2010-04-27,2010-05-04,COPPER,3.3635,3.1645,830.9334,1.0,-165.36,-5.92,7,TRAILING STOP: Price 3.16 < Stop 3.19
2010-01-22,2010-05-05,RUSSELL2000,617.12,698.58,4.8287,1.0,393.34,13.2,103,TRAILING STOP: Price 698.58 < Stop 703.88
2010-02-04,2010-05-05,SP500,1063.11,1165.87,2.6365,1.0,270.93,9.67,90,TRAILING STOP: Price 1165.87 < Stop 1170.41
2010-03-12,2010-05-05,CRUDE,81.24,79.97,34.2305,1.0,-43.47,-1.56,54,TRAILING STOP: Price 79.97 < Stop 80.21
2010-04-13,2010-05-06,COTTON,80.03,78.25,34.7747,1.0,-61.9,-2.22,23,TRAILING STOP: Price 78.25 < Stop 79.21
2010-05-04,2010-05-07,NASDAQ,2424.25,2265.6399,1.2074,1.0,-191.5,-6.54,3,TRAILING STOP: Price 2265.64 < Stop 2276.89
2010-05-05,2010-05-14,CRUDE,79.97,71.61,35.2904,1.0,-295.03,-10.45,9,STOP LOSS: -10.5%
2010-05-04,2010-05-17,COPPER,3.1645,2.923,906.4442,1.0,-218.91,-7.63,13,TRAILING STOP: Price 2.92 < Stop 2.94
2010-03-25,2010-05-20,GOLD,1092.7,1187.8,2.5473,2.0,484.49,17.41,56,TRAILING STOP: Price 1187.80 < Stop 1192.25
2010-04-27,2010-05-20,XLV,23.4379,21.9625,121.6785,1.0,-179.52,-6.29,23,TRAILING STOP: Price 21.96 < Stop 22.41
2010-05-04,2010-05-20,XLE,17.4894,15.4697,170.7728,1.0,-344.91,-11.55,16,STOP LOSS: -11.5%
2010-05-05,2010-05-20,RUSSELL2000,698.58,640.04,4.2064,1.0,-246.25,-8.38,15,STOP LOSS: -8.4%
2010-05-05,2010-05-20,SP500,1165.87,1071.59,2.4701,1.0,-232.88,-8.09,15,STOP LOSS: -8.1%
2010-05-07,2010-05-20,NASDAQ,2265.6399,2204.01,1.244,1.0,-76.67,-2.72,13,TRAILING STOP: Price 2204.01 < Stop 2225.19
2010-05-14,2010-05-20,SILVER,19.202,17.694,146.4761,1.0,-220.89,-7.85,6,TRAILING STOP: Price 17.69 < Stop 17.90
2010-05-04,2010-05-26,XLK,9.3232,8.5419,301.5144,1.0,-235.58,-8.38,22,STOP LOSS: -8.4%
2010-05-17,2010-06-02,COTTON,81.2,78.4,34.5982,1.0,-96.87,-3.45,16,TRAILING STOP: Price 78.40 < Stop 78.64
2010-05-24,2010-06-04,COPPER,3.1365,2.8125,904.4341,1.0,-293.04,-10.33,11,STOP LOSS: -10.3%
2010-05-06,2010-06-23,DXY,84.89,85.74,33.2213,1.0,28.24,1.0,48,TRAILING STOP: Price 85.74 < Stop 85.75
2010-05-20,2010-06-29,RUSSELL2000,640.04,615.96,4.9033,1.0,-118.07,-3.76,40,TRAILING STOP: Price 615.96 < Stop 619.73
2010-05-21,2010-06-29,NASDAQ,2229.04,2135.1799,1.2986,1.0,-121.89,-4.21,39,TRAILING STOP: Price 2135.18 < Stop 2161.46
2010-05-27,2010-06-29,XLK,8.8333,8.4177,320.5505,1.0,-133.23,-4.71,33,TRAILING STOP: Price 8.42 < Stop 8.52
2010-05-27,2010-06-30,XLF,9.2051,8.487,301.4531,1.0,-216.48,-7.8,34,TRAILING STOP: Price 8.49 < Stop 8.53
2010-05-20,2010-07-01,DAX,5867.8799,5857.4302,0.5136,1.0,-5.37,-0.18,42,TRAILING STOP: Price 5857.43 < Stop 5944.40
2010-05-20,2010-07-01,SILVER,17.694,17.76,166.9337,1.0,11.02,0.37,42,TRAILING STOP: Price 17.76 < Stop 17.92
2010-05-20,2010-07-06,GOLD,1187.8,1194.8,2.5893,1.0,18.12,0.59,47,TRAILING STOP: Price 1194.80 < Stop 1204.41
2010-06-02,2010-07-09,COTTON,78.4,78.15,35.3782,1.5,-13.27,-0.48,37,TRAILING STOP: Price 78.15 < Stop 79.50
2010-06-29,2010-07-13,DXY,86.03,83.64,32.8647,1.0,-78.55,-2.78,14,TRAILING STOP: Price 83.64 < Stop 83.77
2010-07-06,2010-07-27,GOLD,1194.8,1158.0,2.419,1.0,-89.02,-3.08,21,TRAILING STOP: Price 1158.00 < Stop 1172.67
2010-07-13,2010-07-30,DXY,83.64,81.54,33.1505,1.0,-69.62,-2.51,17,TRAILING STOP: Price 81.54 < Stop 81.56
2010-06-29,2010-08-09,PLATINUM,1548.1,1542.9,1.7898,1.0,-9.31,-0.34,41,TRAILING STOP: Price 1542.90 < Stop 1543.33
2010-07-13,2010-08-11,RUSSELL2000,642.82,620.39,4.4014,1.0,-98.72,-3.49,29,TREND REVERSAL: Death cross + below SMA200
2010-08-09,2010-08-17,WHEAT,712.5,651.0,3.8901,1.0,-239.24,-8.63,8,STOP LOSS: -8.6%
2010-07-06,2010-08-20,DAX,5940.98,6005.1602,0.4768,1.0,30.6,1.08,45,TRAILING STOP: Price 6005.16 < Stop 6049.18
2010-07-01,2010-08-23,SILVER,17.76,17.983,162.5015,1.0,36.24,1.26,53,TRAILING STOP: Price 17.98 < Stop 17.99
2010-08-17,2010-08-24,SOYBEANS,1045.25,999.5,2.6454,1.0,-121.03,-4.38,7,MOMENTUM REVERSAL: -7.5%
2010-07-30,2010-09-14,DXY,81.54,81.08,33.994,1.0,-15.64,-0.56,46,TRAILING STOP: Price 81.08 < Stop 81.24
2010-06-04,2010-09-16,TBOND,124.9062,131.3125,22.1691,1.5,213.03,7.69,104,TRAILING STOP: Price 131.31 < Stop 131.31
2010-06-29,2010-09-22,COFFEE,161.5,179.95,17.8641,1.0,329.59,11.42,85,TRAILING STOP: Price 179.95 < Stop 180.03
2010-07-09,2010-10-01,COTTON,78.15,99.97,36.2244,2.0,1580.83,55.84,84,TRAILING STOP: Price 99.97 < Stop 100.94
2010-08-17,2010-10-01,WHEAT,651.0,655.0,4.3341,1.5,26.0,0.92,45,TRAILING STOP: Price 655.00 < Stop 664.44
2010-08-20,2010-10-01,CORN,421.25,465.75,6.5686,1.0,292.3,10.56,42,TRAILING STOP: Price 465.75 < Stop 471.20
2010-09-14,2010-10-01,SOYBEANS,1025.0,1057.0,2.6999,1.5,129.59,4.68,17,TRAILING STOP: Price 1057.00 < Stop 1062.35
2010-09-22,2010-10-04,COFFEE,179.95,172.5,15.4517,1.0,-115.11,-4.14,12,TRAILING STOP: Price 172.50 < Stop 172.93
2010-08-24,2010-10-21,SILVER,18.369,23.123,150.667,2.0,1432.54,51.76,58,TRAILING STOP: Price 23.12 < Stop 23.27
2010-09-16,2010-10-26,TBOND,131.3125,130.7188,21.1074,1.0,-12.53,-0.45,40,TRAILING STOP: Price 130.72 < Stop 130.86
2010-06-23,2010-10-27,TNOTE10,121.3594,125.2188,22.8301,1.5,132.16,4.77,126,TRAILING STOP: Price 125.22 < Stop 125.49
2010-10-01,2010-11-12,CORN,465.75,534.0,6.2897,1.0,429.27,14.65,42,TRAILING STOP: Price 534.00 < Stop 539.94
2010-10-26,2010-11-15,TBOND,130.7188,126.2188,21.7007,1.0,-97.65,-3.44,20,TRAILING STOP: Price 126.22 < Stop 127.10
2010-10-27,2010-11-15,TNOTE10,125.2188,124.7656,22.6644,1.0,-10.27,-0.36,19,TRAILING STOP: Price 124.77 < Stop 125.21
2010-10-01,2010-11-16,WHEAT,655.0,626.25,4.5637,1.0,-131.21,-4.39,46,TRAILING STOP: Price 626.25 < Stop 660.76
2010-10-01,2010-11-16,SOYBEANS,1057.0,1219.75,2.716,2.0,884.07,30.79,46,TRAILING STOP: Price 1219.75 < Stop 1238.45
2010-10-01,2010-11-16,COPPER,3.6835,3.724,763.795,1.5,46.4,1.65,46,TRAILING STOP: Price 3.72 < Stop 3.81
2010-10-21,2010-11-16,NASDAQ,2459.6699,2469.8401,1.1539,1.0,11.74,0.41,26,TRAILING STOP: Price 2469.84 < Stop 2482.81
2010-07-27,2010-11-17,GOLD,1158.0,1336.8,2.3949,1.0,428.21,15.44,113,TRAILING STOP: Price 1336.80 < Stop 1337.71
2010-11-15,2010-12-08,TNOTE10,124.7656,121.875,23.266,1.0,-67.25,-2.32,23,TRAILING STOP: Price 121.88 < Stop 122.29
2010-11-15,2010-12-08,TBOND,126.2188,123.2812,22.5381,1.0,-66.21,-2.33,23,TRAILING STOP: Price 123.28 < Stop 123.67
2010-08-23,2011-01-10,DAX,6010.9102,6857.0601,0.4608,2.0,779.9,28.15,140,TRAILING STOP: Price 6857.06 < Stop 6867.87
2010-12-08,2011-01-10,COPPER,4.0945,4.2545,698.3611,1.5,167.61,5.86,33,TRAILING STOP: Price 4.25 < Stop 4.25
2010-11-16,2011-01-20,RUSSELL2000,705.34,778.08,4.2159,1.0,306.66,10.31,65,TRAILING STOP: Price 778.08 < Stop 778.45
2010-12-08,2011-01-21,NASDAQ,2609.1599,2689.54,1.1183,1.0,89.89,3.08,44,TRAILING STOP: Price 2689.54 < Stop 2689.88
2011-01-10,2011-01-25,GOLD,1373.7,1332.3,2.093,1.0,-86.65,-3.01,15,TRAILING STOP: Price 1332.30 < Stop 1337.39
2010-11-17,2011-02-15,SOYBEANS,1205.0,1368.0,2.3757,2.0,774.49,27.05,90,TRAILING STOP: Price 1368.00 < Stop 1370.56
2010-11-16,2011-02-22,WHEAT,626.25,762.25,4.8452,2.0,1317.89,43.43,98,TRAILING STOP: Price 762.25 < Stop 807.21
2011-01-10,2011-02-22,COPPER,4.2545,4.3455,689.5739,1.0,62.75,2.14,43,TRAILING STOP: Price 4.35 < Stop 4.39
2011-02-15,2011-02-22,SOYBEANS,1368.0,1298.0,2.119,1.0,-148.33,-5.12,7,TRAILING STOP: Price 1298.00 < Stop 1312.51
2011-01-20,2011-02-23,RUSSELL2000,778.08,799.65,3.7056,1.0,79.93,2.77,34,TRAILING STOP: Price 799.65 < Stop 801.46
2011-01-21,2011-02-23,NASDAQ,2689.54,2722.99,1.0729,1.0,35.89,1.24,33,TRAILING STOP: Price 2722.99 < Stop 2738.34
2010-11-16,2011-03-10,XLE,18.3922,22.1959,155.2755,2.0,1181.24,41.36,114,TRAILING STOP: Price 22.20 < Stop 22.35
2011-01-25,2011-03-10,SP500,1291.1801,1295.11,2.2334,1.0,8.78,0.3,44,TRAILING STOP: Price 1295.11 < Stop 1295.84
2010-11-16,2011-03-11,CORN,526.5,659.25,5.5349,2.0,1469.52,50.43,115,TRAILING STOP: Price 659.25 < Stop 663.15
2011-02-22,2011-03-11,WHEAT,762.25,695.0,3.9919,1.0,-268.46,-8.82,17,STOP LOSS: -8.8%
2010-10-04,2011-03-14,COFFEE,172.5,273.15,16.2926,2.0,3279.71,116.7,161,TRAILING STOP: Price 273.15 < Stop 273.47
2011-02-22,2011-03-15,SOYBEANS,1298.0,1270.0,2.2974,1.0,-64.33,-2.16,21,TRAILING STOP: Price 1270.00 < Stop 1293.34
2011-02-23,2011-03-15,NASDAQ,2722.99,2667.3301,1.0731,1.0,-59.73,-2.04,20,TRAILING STOP: Price 2667.33 < Stop 2670.48
2010-11-12,2011-03-16,XLV,23.8866,24.5307,119.2476,1.0,76.8,2.7,124,TRAILING STOP: Price 24.53 < Stop 24.80
2011-02-23,2011-03-16,RUSSELL2000,799.65,781.9,3.7286,1.0,-66.18,-2.22,21,TRAILING STOP: Price 781.90 < Stop 783.27
2011-03-10,2011-04-12,XLE,22.1959,22.8437,135.2555,1.0,87.63,2.92,33,TRAILING STOP: Price 22.84 < Stop 22.90
2011-03-16,2011-04-18,RUSSELL2000,781.9,821.51,3.8579,1.0,152.81,5.07,33,TRAILING STOP: Price 821.51 < Stop 822.43
2011-03-11,2011-05-05,WHEAT,695.0,722.5,4.3545,1.5,179.62,5.94,55,TRAILING STOP: Price 722.50 < Stop 733.71
2011-04-12,2011-05-05,XLE,22.8437,22.4636,132.1148,1.0,-50.21,-1.66,23,TRAILING STOP: Price 22.46 < Stop 22.85
2011-04-18,2011-05-05,RUSSELL2000,821.51,829.24,3.6774,1.0,28.43,0.94,17,TRAILING STOP: Price 829.24 < Stop 830.48
2011-03-11,2011-05-06,CORN,659.25,682.75,4.4988,1.0,105.72,3.56,56,TRAILING STOP: Price 682.75 < Stop 699.99
2011-03-14,2011-05-10,COFFEE,273.15,281.7,11.0868,1.5,142.19,4.7,57,TRAILING STOP: Price 281.70 < Stop 283.58
2011-02-22,2011-05-12,EURUSD,1.3682,1.4211,2135.8544,1.5,169.38,5.8,79,TRAILING STOP: Price 1.42 < Stop 1.43
2011-05-10,2011-05-12,WHEAT,769.0,700.5,3.9331,1.0,-269.41,-8.91,2,STOP LOSS: -8.9%
2011-03-10,2011-05-23,SP500,1295.11,1317.37,2.2717,1.0,50.57,1.72,74,TRAILING STOP: Price 1317.37 < Stop 1320.68
2011-03-15,2011-05-23,NASDAQ,2667.3301,2758.8999,1.1329,1.0,103.74,3.43,69,TRAILING STOP: Price 2758.90 < Stop 2772.18
2011-05-05,2011-05-23,RUSSELL2000,829.24,814.04,3.7169,1.0,-56.5,-1.83,18,TRAILING STOP: Price 814.04 < Stop 817.59
2011-03-16,2011-06-03,XLV,24.5307,27.442,125.4794,2.0,730.63,23.74,79,TRAILING STOP: Price 27.44 < Stop 27.52
2011-05-23,2011-06-06,RUSSELL2000,814.04,795.32,3.7824,1.0,-70.81,-2.3,14,TRAILING STOP: Price 795.32 < Stop 807.60
2011-05-23,2011-06-06,NASDAQ,2758.8999,2702.5601,1.0937,1.0,-61.62,-2.04,14,TRAILING STOP: Price 2702.56 < Stop 2728.82
2011-05-23,2011-06-07,WHEAT,803.0,733.75,3.9126,1.0,-270.95,-8.62,15,STOP LOSS: -8.6%
2011-05-05,2011-06-13,NATGAS,4.261,4.646,738.1051,2.0,568.34,18.07,39,MOMENTUM REVERSAL: -7.2%
2011-05-05,2011-06-13,XLE,22.4636,21.7699,134.4626,1.0,-93.29,-3.09,39,TRAILING STOP: Price 21.77 < Stop 21.79
2011-05-06,2011-06-16,CORN,682.75,701.5,4.4255,1.5,124.47,4.12,41,TRAILING STOP: Price 701.50 < Stop 718.83
2011-03-15,2011-06-17,SOYBEANS,1270.0,1333.0,2.4279,1.5,229.43,7.44,94,TRAILING STOP: Price 1333.00 < Stop 1343.96
2011-05-12,2011-06-17,COFFEE,273.95,249.55,11.0215,1.0,-268.93,-8.91,36,STOP LOSS: -8.9%
2011-06-13,2011-06-24,GOLD,1515.0,1500.5,2.0047,1.0,-29.07,-0.96,11,TRAILING STOP: Price 1500.50 < Stop 1501.45
2011-06-16,2011-06-30,CORN,701.5,629.0,4.3326,1.0,-314.11,-10.33,14,STOP LOSS: -10.3%
2011-06-24,2011-07-01,TNOTE10,124.7344,121.9844,24.3493,1.0,-66.96,-2.2,7,TRAILING STOP: Price 121.98 < Stop 122.24
2011-05-12,2011-07-12,EURUSD,1.4211,1.4041,2168.0161,1.0,-36.94,-1.2,61,TRAILING STOP: Price 1.40 < Stop 1.41
2011-06-17,2011-07-15,COFFEE,249.55,252.55,12.1731,1.0,36.52,1.2,28,TRAILING STOP: Price 252.55 < Stop 253.17
2011-06-06,2011-07-18,RUSSELL2000,795.32,815.97,3.8876,1.0,80.28,2.6,42,TRAILING STOP: Price 815.97 < Stop 819.52
2011-07-15,2011-07-21,NATGAS,4.546,4.395,666.7219,1.0,-100.68,-3.32,6,MOMENTUM REVERSAL: -5.3%
2011-06-03,2011-07-27,XLV,27.442,26.9025,110.5331,1.0,-59.63,-1.97,54,TRAILING STOP: Price 26.90 < Stop 27.26
2011-07-18,2011-07-27,RUSSELL2000,815.97,800.53,3.718,1.0,-57.41,-1.89,9,TRAILING STOP: Price 800.53 < Stop 804.39
2011-06-07,2011-07-28,SP500,1284.9399,1300.67,2.3556,1.0,37.05,1.22,51,TRAILING STOP: Price 1300.67 < Stop 1303.86
2011-06-06,2011-08-02,NASDAQ,2702.5601,2669.24,1.1212,1.0,-37.36,-1.23,57,TRAILING STOP: Price 2669.24 < Stop 2732.59
2011-06-13,2011-08-02,XLE,21.7699,22.4678,142.3582,1.5,149.03,4.81,50,TRAILING STOP: Price 22.47 < Stop 22.83
2011-07-27,2011-08-02,XLV,26.9025,25.7192,114.8605,1.0,-135.91,-4.4,6,TRAILING STOP: Price 25.72 < Stop 25.76
2011-07-27,2011-08-04,RUSSELL2000,800.53,726.8,3.7828,1.0,-278.91,-9.21,8,STOP LOSS: -9.2%
2011-07-28,2011-08-04,SP500,1300.67,1200.0699,2.3288,1.0,-234.27,-7.73,7,TRAILING STOP: Price 1200.07 < Stop 1235.86
2011-08-02,2011-08-04,XLE,22.4678,20.8086,137.4959,1.0,-228.12,-7.38,2,TRAILING STOP: Price 20.81 < Stop 20.90
2011-06-17,2011-08-08,SOYBEANS,1333.0,1309.25,2.3254,1.0,-55.23,-1.78,52,TRAILING STOP: Price 1309.25 < Stop 1324.91
2011-08-04,2011-08-08,COPPER,4.231,3.9575,740.9581,1.0,-202.65,-6.46,4,TRAILING STOP: Price 3.96 < Stop 4.01
2011-08-04,2011-08-24,SILVER,39.418,39.157,77.9414,1.0,-20.34,-0.66,20,TRAILING STOP: Price 39.16 < Stop 39.34
2011-07-01,2011-09-07,GBPUSD,1.6048,1.5948,1887.926,1.0,-18.84,-0.62,68,TRAILING STOP: Price 1.59 < Stop 1.61
2011-08-02,2011-09-07,EURUSD,1.4262,1.4003,2122.7199,1.0,-54.94,-1.81,36,TRAILING STOP: Price 1.40 < Stop 1.40
2011-08-16,2011-09-09,COFFEE,251.55,271.25,12.1955,2.0,480.5,15.66,24,TRAILING STOP: Price 271.25 < Stop 271.30
2011-08-10,2011-09-12,PLATINUM,1771.7,1809.4,1.7669,1.5,99.92,3.19,33,TRAILING STOP: Price 1809.40 < Stop 1848.73
2011-07-21,2011-09-13,CORN,679.25,709.25,4.4633,1.0,133.9,4.42,54,TRAILING STOP: Price 709.25 < Stop 711.90
2011-08-17,2011-09-13,SOYBEANS,1356.75,1381.25,2.2159,1.0,54.29,1.81,27,TRAILING STOP: Price 1381.25 < Stop 1386.38
2011-08-24,2011-09-16,SUGAR,30.18,27.52,99.6466,1.0,-265.06,-8.81,23,STOP LOSS: -8.8%
2011-09-07,2011-09-19,XLV,26.1032,25.7712,117.4895,1.0,-39.01,-1.27,12,TREND REVERSAL: Death cross + below SMA200
2011-09-09,2011-09-21,COFFEE,271.25,251.95,11.1203,1.0,-214.62,-7.12,12,TRAILING STOP: Price 251.95 < Stop 257.63
