date,asset,trailing_12m,price,fwd_21d,fwd_63d,fwd_126d,fwd_252d,below_50sma,rsi_below_50,rsi,pct_above_200sma,breakdown_signal
1983-06-28,SP500,0.5115408425619008,165.67999267578125,-0.0038628646664709,0.016598262443078937,-0.00555286220192952,-0.07828335668323572,False,False,64.22921543931318,0.1244701384004363,False
1983-06-29,SP500,0.5328856663880708,166.63999938964844,-0.024483928504551722,0.008161309501517167,-0.007801266541762608,-0.09001440263406402,False,False,65.34777739909441,0.12936264373054662,False
1983-06-30,SP500,0.5572688993352966,167.63999938964844,-0.03340495182476966,-0.002445738866631686,-0.016583147157112954,-0.08828443751874471,False,False,65.67635788078678,0.1344534344334345,False
1983-07-01,SP500,0.5718146886998705,168.63999938964844,-0.03931454522538069,-0.015239516572172374,-0.02199956550815141,-0.09167461319865355,False,False,62.96043024317232,0.13944367089140286,False
1983-07-05,SP500,0.5538146260657457,166.60000610351562,-0.018967608321370233,-0.004741947875025909,-0.015366222830701215,-0.08043222487607504,False,False,53.341682297146875,0.1239859390190805,False
1983-07-06,SP500,0.5668185403158128,168.47999572753906,-0.04243823645417899,-0.01311723356553296,-0.010090200565955443,-0.08772554103811026,False,False,54.17178023228928,0.13500018846889827,False
1983-07-07,SP500,0.5396489455059483,167.55999755859375,-0.03473377984142367,0.0010742894318040985,0.007460014431922346,-0.08832658908688773,False,True,44.80262451224568,0.12714823829895416,False
1983-07-08,SP500,0.5248699671115094,167.0800018310547,-0.04728279308532479,0.01915248332040309,0.01316732657488684,-0.08881970418516216,False,True,43.45882804306738,0.12228606714561985,False
1983-07-11,SP500,0.5359525381243189,168.11000061035156,-0.04746889357305539,0.01600144210124177,0.004699264072717924,-0.08774016980814736,False,True,47.257372323732895,0.12750853433857712,False
1983-07-20,SP500,0.518568247115178,169.2899932861328,-0.03390625826698046,-0.008742369816493456,-0.010278163526382111,-0.10567665012196481,False,False,56.99208634483825,0.12392778603947097,False
1983-07-21,SP500,0.5207340140608157,169.05999755859375,-0.030048514754615674,-0.013782100228927008,-0.0119484461234588,-0.11055248261747175,False,False,53.905396910128154,0.12079765425699973,False
1983-07-22,SP500,0.5303551871655832,168.88999938964844,-0.02694063039967476,-0.011309157848374274,-0.01586827334635843,-0.11451238325409108,False,False,50.7204633761519,0.11818468103822832,False
1983-07-25,SP500,0.5492095248699227,169.52999877929688,-0.03987491627152351,-0.02111721734697425,-0.027487782077884715,-0.12139445513620761,False,False,59.184958136259965,0.12099401439322999,False
1983-07-26,SP500,0.5827919264943868,170.52999877929688,-0.05441857060766897,-0.026622842424391058,-0.026916063864112716,-0.1331729995756924,False,False,56.801620048095174,0.1262636363639753,False
1983-07-27,SP500,0.5557927445110431,167.58999633789062,-0.0402768670415794,-0.0066829473218043,-0.016409093979902756,-0.11193982288186533,False,False,50.087767230234064,0.10563608707743599,False
1983-07-28,SP500,0.541133615929897,165.0399932861328,-0.01757146155148348,0.0020601769904959877,-0.004847235976202402,-0.09064464410842354,True,True,44.67637942513468,0.08779648546423102,True
1983-08-01,SP500,0.5027357000328441,162.0399932861328,0.0033325633627268036,0.008207861553697793,0.005122203563592276,-0.0731300378654155,True,True,40.59296317896571,0.06603961329083519,True
1983-08-02,SP500,0.52638020952011,162.00999450683594,0.014752172524440166,0.009505639140410471,0.00864149868984998,-0.07005734972880118,True,True,40.68066970578779,0.06495667057621168,True
1983-08-03,SP500,0.5542030881489592,163.44000244140625,0.00483353692077948,0.0013460671648117817,-0.0042828985424980814,-0.05726872534590888,True,True,43.372892866614265,0.07340907237388916,True
1983-08-04,SP500,0.5555877278491737,161.3300018310547,0.02274839228470693,0.021756613568452154,0.012582896896156326,-0.020702884150390566,True,True,42.51771577919343,0.05878304535219514,True
1983-08-05,SP500,0.5690725904162433,161.74000549316406,0.03802395009034609,0.010572470613341212,-0.005131703987049541,0.003771488745110352,True,True,44.43327260567765,0.06068444460980338,True
1983-08-08,SP500,0.5478412907832104,159.17999267578125,0.055157773853961256,0.020480022085847205,-0.006910358684128259,0.021485196539116957,True,True,36.90804918513565,0.04319988543383224,True
1983-08-09,SP500,0.5607213183653434,160.1300048828125,0.04771122935542027,0.01111596031361839,-0.008680443060410048,0.016174334971050808,True,True,24.583877028962007,0.04850475277050981,True
1983-08-10,SP500,0.5772309722137177,161.5399932861328,0.03330447633040934,0.0013618994047712718,-0.03522339618114645,0.0013000292348359643,True,True,30.41668355462521,0.056800880269153975,True
1983-08-11,SP500,0.5555127169923626,161.5399932861328,0.02439026002946143,0.015042763622418187,-0.037885324820753574,0.024761669965621902,True,True,30.688400451588905,0.05589424451784808,True
1983-08-12,SP500,0.5578826915865711,162.16000366210938,0.01628021293801507,0.013875184689119191,-0.03613715144310159,0.020103567052383253,True,True,30.615519463944864,0.058958116974553665,True
1983-08-15,SP500,0.5012838919091684,163.6999969482422,0.01007946967644191,0.015821602847735594,-0.05345143654930262,0.010568086498413676,True,True,32.53199462079827,0.06796934818807965,True
1983-08-16,SP500,0.5055279370163754,163.41000366210938,0.005935996566702517,0.01939904594519226,-0.041613138114962034,0.006180738536205821,True,True,37.63317562931128,0.06510671594300366,True
1983-08-17,SP500,0.5141992281144157,165.2899932861328,0.005808014718745369,0.00042354242278630494,-0.05469171548990093,-0.01506437374018521,True,False,50.770178160109054,0.07638528482437246,False
