Entry,Exit,Ticker,Entry$,Exit$,Leverage,PnL$,PnL%,Days,Reason
2018-05-02,2018-05-28,GBPUSD,1.36,1.33,1.0,-863.53,-2.21,26,TRAILING STOP
2018-03-27,2018-05-29,XLF,23.43,23.23,1.5,-455.67,-1.27,63,TRAILING STOP
2018-05-01,2018-05-29,XLV,72.06,71.95,1.0,-56.6,-0.16,28,TREND REVERSAL
2018-03-20,2018-06-04,CORN,374.5,380.75,1.0,603.9,1.67,76,TRAILING STOP
2018-05-07,2018-06-06,SOYBEANS,1002.25,994.25,1.0,-295.66,-0.8,30,TRAILING STOP
2018-06-04,2018-06-15,COPPER,3.13,3.14,1.5,283.97,0.7,11,TRAILING STOP
2018-06-13,2018-06-15,SILVER,16.95,16.45,1.0,-1200.28,-2.96,2,TRAILING STOP
2018-05-11,2018-06-18,WHEAT,489.5,490.0,1.0,36.34,0.1,38,TRAILING STOP
2018-05-16,2018-06-18,COTTON,84.35,87.32,1.0,1387.32,3.52,33,TRAILING STOP
2018-06-04,2018-06-18,CORN,380.75,356.0,1.0,-2793.04,-6.5,14,STOP LOSS: -6.5%
2018-05-25,2018-06-21,XLE,26.5,26.36,1.0,-237.97,-0.54,27,TRAILING STOP
2018-06-15,2018-06-21,COPPER,3.14,3.03,1.0,-1502.4,-3.69,6,TRAILING STOP
2018-05-30,2018-06-22,XLF,23.65,23.46,1.5,-527.71,-1.22,23,TRAILING STOP
2018-03-22,2018-06-25,RUSSELL2000,1543.87,1657.51,2.5,7828.97,18.4,95,TRAILING STOP
2018-03-22,2018-06-25,NASDAQ,7166.68,7532.01,2.5,5150.8,12.74,95,TRAILING STOP
2018-03-22,2018-06-25,SP500,2643.69,2717.07,2.5,2664.4,6.94,95,TRAILING STOP
2018-05-25,2018-06-25,XLK,32.33,32.24,1.5,-157.2,-0.38,31,TRAILING STOP
2018-06-14,2018-07-02,NATGAS,2.96,2.86,1.0,-1340.38,-3.47,18,TREND REVERSAL
2018-06-25,2018-07-05,NIKKEI,22338.15,21546.99,1.0,-1543.86,-3.54,10,TRAILING STOP
2018-06-18,2018-07-11,WHEAT,490.0,469.75,1.0,-1838.05,-4.13,23,TRAILING STOP
2018-05-25,2018-07-16,CRUDE,67.88,68.06,1.0,105.57,0.27,52,TRAILING STOP
2018-07-12,2018-07-26,USDJPY,111.96,110.85,1.0,-430.17,-0.99,14,TRAILING STOP
2018-06-25,2018-07-27,XLK,32.24,33.42,2.5,3762.98,9.09,32,TRAILING STOP
2018-06-25,2018-07-30,RUSSELL2000,1657.51,1653.13,1.5,-201.52,-0.4,35,TRAILING STOP
2018-06-25,2018-07-30,NASDAQ,7532.01,7630.0,2.0,1256.74,2.6,35,TRAILING STOP
2018-06-18,2018-08-08,COTTON,87.32,87.39,1.5,50.81,0.12,51,TRAILING STOP
2018-06-22,2018-08-09,XLE,26.88,26.77,1.5,-281.72,-0.64,48,TRAILING STOP
2018-07-31,2018-08-10,CORN,372.25,357.75,1.0,-1492.01,-3.9,10,TREND REVERSAL
2018-08-08,2018-08-13,COTTON,87.39,83.14,1.0,-1784.04,-4.86,5,TRAILING STOP
2018-07-16,2018-08-15,CRUDE,68.06,65.01,1.0,-1931.62,-4.48,30,TRAILING STOP
2018-07-26,2018-08-21,USDJPY,110.85,109.95,1.0,-316.4,-0.81,26,TRAILING STOP
2018-07-19,2018-08-22,WHEAT,504.25,526.0,1.5,2516.91,6.47,34,TRAILING STOP
2018-07-18,2018-08-27,DXY,95.08,94.78,1.0,-129.2,-0.32,40,TRAILING STOP
2018-08-06,2018-08-28,NATGAS,2.86,2.85,1.0,-101.78,-0.28,22,TRAILING STOP
2018-08-22,2018-09-05,WHEAT,526.0,493.75,1.0,-2613.81,-6.13,14,STOP LOSS: -6.1%
2018-07-27,2018-09-06,XLK,33.42,34.34,2.5,2714.54,6.89,41,TRAILING STOP
2018-07-30,2018-09-06,NASDAQ,7630.0,7922.73,2.5,3867.22,9.59,38,TRAILING STOP
2018-08-13,2018-09-06,COTTON,83.14,81.38,1.0,-860.04,-2.12,24,TRAILING STOP
2018-09-10,2018-09-13,COTTON,83.93,81.62,1.0,-1154.87,-2.75,3,TRAILING STOP
2018-07-30,2018-09-17,RUSSELL2000,1653.13,1703.55,2.0,2588.92,6.1,49,TRAILING STOP
2018-08-27,2018-09-20,DXY,94.78,93.91,1.0,-371.9,-0.92,24,TRAILING STOP
2018-10-02,2018-10-03,CORN,367.5,364.75,1.0,-311.75,-0.75,1,TREND REVERSAL
2018-09-06,2018-10-05,XLK,34.34,34.36,1.5,35.57,0.08,29,TRAILING STOP
2018-10-04,2018-10-08,CORN,367.5,366.5,1.0,-113.32,-0.27,4,TREND REVERSAL
2018-06-22,2018-10-10,XLV,74.71,81.41,2.5,10400.03,22.4,110,TRAILING STOP
2018-06-25,2018-10-10,SP500,2717.07,2785.68,2.5,2896.62,6.31,107,TRAILING STOP
2018-07-05,2018-10-10,DOW,24356.74,25598.74,2.5,5520.5,12.75,97,TRAILING STOP
2018-08-15,2018-10-11,CRUDE,65.01,70.97,1.0,3727.1,9.17,57,TRAILING STOP
2018-08-22,2018-10-11,USDJPY,110.13,112.09,1.5,1080.03,2.67,50,TRAILING STOP
2018-09-06,2018-10-11,XLE,26.05,26.22,1.0,313.26,0.67,35,TRAILING STOP
2018-10-10,2018-10-11,NIKKEI,23506.04,22590.86,1.0,-1812.11,-3.89,1,TRAILING STOP
2018-10-11,2018-10-19,CORN,369.25,367.0,1.0,-297.24,-0.61,8,TREND REVERSAL
2018-10-11,2018-10-23,XLE,26.22,24.81,1.0,-2488.92,-5.37,12,TRAILING STOP
2018-10-11,2018-10-23,CRUDE,70.97,66.43,1.0,-2675.43,-6.4,12,STOP LOSS: -6.4%
2018-09-05,2018-10-24,WHEAT,493.75,499.5,1.5,739.0,1.75,49,TRAILING STOP
2018-10-10,2018-10-24,XLV,81.41,77.09,1.0,-2735.79,-5.3,14,TRAILING STOP
2018-10-10,2018-10-24,SP500,2785.68,2656.1,1.0,-2278.97,-4.65,14,TRAILING STOP
2018-10-10,2018-10-24,DOW,25598.74,24583.42,1.0,-1666.05,-3.97,14,TRAILING STOP
2018-10-16,2018-10-24,NASDAQ,7645.49,7108.4,1.0,-2791.12,-7.02,8,STOP LOSS: -7.0%
2018-10-22,2018-10-24,CORN,369.5,368.25,1.0,-135.89,-0.34,2,TREND REVERSAL
2018-10-11,2018-10-25,NIKKEI,22590.86,21268.73,1.0,-2576.5,-5.85,14,TRAILING STOP
2018-10-26,2018-11-02,CRUDE,67.59,63.14,1.0,-3410.78,-6.58,7,STOP LOSS: -6.6%
2018-11-02,2018-11-13,CORN,371.25,366.5,1.0,-629.17,-1.28,11,TREND REVERSAL
2018-10-10,2018-11-14,XLK,32.44,31.1,1.0,-1819.28,-4.11,35,TRAILING STOP
2018-09-21,2018-11-15,NATGAS,2.98,4.04,2.5,39073.21,89.1,55,TRAILING STOP
2018-11-01,2018-11-19,DOW,25380.74,25017.44,1.0,-704.47,-1.43,18,TRAILING STOP
2018-11-07,2018-11-19,NASDAQ,7570.75,7028.48,1.0,-3178.79,-7.16,12,STOP LOSS: -7.2%
2018-11-07,2018-11-19,SP500,2813.89,2690.73,1.0,-1845.32,-4.38,12,TRAILING STOP
2018-11-06,2018-11-20,USDJPY,113.25,112.44,1.0,-331.25,-0.71,14,TRAILING STOP
2018-10-24,2018-11-23,XLV,77.09,79.16,1.5,2114.06,4.04,30,TRAILING STOP
2018-12-03,2018-12-06,NIKKEI,22574.76,21501.62,1.0,-2133.29,-4.75,3,TRAILING STOP
2018-11-23,2018-12-07,XLV,79.16,79.97,1.0,565.46,1.03,14,TRAILING STOP
2018-11-28,2018-12-07,DOW,25366.43,24388.95,1.0,-2016.94,-3.85,9,TRAILING STOP
2018-12-03,2018-12-07,SP500,2790.37,2633.08,1.0,-2662.76,-5.64,4,TRAILING STOP
2018-11-15,2018-12-14,NATGAS,4.04,3.83,1.5,-3820.75,-7.84,29,TRAILING STOP
2018-12-14,2018-12-17,NATGAS,3.83,3.53,1.0,-4057.16,-7.81,3,STOP LOSS: -7.8%
2018-12-07,2018-12-18,XLV,79.97,76.33,1.0,-2385.03,-4.56,11,TRAILING STOP
2018-11-22,2018-12-21,USDJPY,113.02,111.17,1.0,-902.4,-1.64,29,TRAILING STOP
2018-10-24,2018-12-26,WHEAT,499.5,510.0,1.5,1737.58,3.15,63,TRAILING STOP
2018-12-17,2018-12-28,NATGAS,3.53,3.3,1.5,-4948.29,-9.57,11,STOP LOSS: -6.4%
2018-12-28,2018-12-31,NATGAS,3.3,2.94,1.0,-5958.31,-10.99,3,STOP LOSS: -11.0%
2018-09-20,2019-01-07,DXY,93.91,95.71,1.5,1327.18,2.88,109,TRAILING STOP
2018-12-03,2019-01-15,CORN,371.25,371.25,1.5,0.0,0.0,43,TRAILING STOP
2019-01-14,2019-01-22,NATGAS,3.59,3.04,1.0,-7795.29,-15.34,8,STOP LOSS: -15.3%
2019-01-07,2019-01-30,DXY,95.71,95.34,1.0,-217.62,-0.39,23,TRAILING STOP
2018-12-26,2019-02-15,WHEAT,510.0,504.25,1.0,-615.67,-1.13,51,TRAILING STOP
2019-01-15,2019-02-19,CORN,371.25,369.75,1.5,-307.57,-0.61,35,TRAILING STOP
2019-02-15,2019-02-21,NASDAQ,7472.41,7459.71,1.0,-74.51,-0.17,6,TREND REVERSAL
2019-01-30,2019-02-26,DXY,95.34,96.0,1.0,349.65,0.69,27,TRAILING STOP
2019-02-22,2019-02-26,RUSSELL2000,1590.06,1577.48,1.0,-317.82,-0.79,4,TREND REVERSAL
2018-12-20,2019-02-27,GOLD,1263.6,1317.7,2.5,5526.82,10.7,69,TRAILING STOP
2019-02-19,2019-02-28,CORN,369.75,362.0,1.0,-882.14,-2.1,9,TRAILING STOP
2019-02-20,2019-02-28,SUGAR,13.44,12.73,1.0,-2112.16,-5.28,8,TRAILING STOP
2019-01-30,2019-03-01,TNOTE10,122.0,121.44,1.0,-245.13,-0.46,30,TRAILING STOP
2019-02-05,2019-03-01,TBOND,145.69,144.47,1.0,-401.4,-0.84,24,TRAILING STOP
2019-03-01,2019-03-04,RUSSELL2000,1589.64,1575.44,1.0,-407.83,-0.89,3,TREND REVERSAL
2019-01-09,2019-03-06,XLV,77.49,80.11,2.5,4515.16,8.44,56,TRAILING STOP
2019-02-06,2019-03-07,DOW,25390.3,25473.23,1.5,223.33,0.49,29,TRAILING STOP
2019-02-14,2019-03-07,SP500,2745.73,2748.93,1.5,75.7,0.17,21,TREND REVERSAL
2019-02-22,2019-03-07,NASDAQ,7527.54,7421.46,1.0,-537.8,-1.41,13,TREND REVERSAL
2019-02-26,2019-03-13,DXY,96.0,96.55,1.0,233.7,0.57,15,TRAILING STOP
2019-03-22,2019-03-29,CORN,378.25,356.5,1.0,-2440.07,-5.75,7,TRAILING STOP
2019-03-01,2019-04-03,TBOND,144.47,147.5,1.5,1512.54,3.15,33,TRAILING STOP
2019-04-02,2019-04-03,USDJPY,111.45,111.31,1.0,-55.43,-0.13,1,TREND REVERSAL
2019-04-05,2019-04-09,USDJPY,111.66,111.46,1.0,-76.97,-0.18,4,TREND REVERSAL
2019-03-01,2019-04-12,TNOTE10,121.44,123.09,1.5,1034.93,2.05,42,TRAILING STOP
2019-03-06,2019-04-12,XLV,80.11,79.97,1.5,-125.43,-0.26,37,TRAILING STOP
2019-04-03,2019-04-22,TBOND,147.5,146.22,1.0,-389.05,-0.87,19,TRAILING STOP
2019-03-18,2019-04-29,SUGAR,12.84,11.63,1.0,-4209.39,-9.42,42,STOP LOSS: -9.4%
2019-04-12,2019-05-01,USDJPY,111.62,111.39,1.0,-87.57,-0.2,19,TREND REVERSAL
2019-04-08,2019-05-02,CRUDE,64.4,61.81,1.0,-1625.66,-4.02,24,TRAILING STOP
2019-05-03,2019-05-06,USDJPY,111.5,110.62,1.0,-351.92,-0.78,3,TREND REVERSAL
2019-03-08,2019-05-07,DOW,25450.24,25965.09,1.5,1591.52,3.03,60,TRAILING STOP
2019-02-15,2019-05-09,XLK,32.63,35.71,1.0,3927.4,9.43,83,TRAILING STOP
2019-03-11,2019-05-09,SP500,2783.3,2870.72,2.5,3716.81,7.85,59,TRAILING STOP
2019-03-11,2019-05-13,NASDAQ,7558.06,7647.02,1.5,879.7,1.77,63,TRAILING STOP
2019-05-01,2019-05-29,SUGAR,12.21,11.87,1.0,-1262.06,-2.78,28,TREND REVERSAL
2019-05-13,2019-05-29,NASDAQ,7647.02,7547.31,1.0,-565.44,-1.3,16,TRAILING STOP
2019-05-07,2019-05-30,XLF,24.14,23.25,1.0,-1756.28,-3.68,23,TRAILING STOP
2019-05-09,2019-05-31,SP500,2870.72,2752.06,1.0,-2072.02,-4.13,22,TRAILING STOP
2019-05-09,2019-05-31,XLK,35.71,33.8,1.0,-2539.73,-5.33,22,TRAILING STOP
2019-05-09,2019-05-31,DOW,25828.36,24815.04,1.0,-1774.92,-3.92,22,TRAILING STOP
2019-03-13,2019-06-03,DXY,96.55,97.14,1.0,287.32,0.61,82,TRAILING STOP
2019-05-11,2019-06-04,BTC,7204.77,7707.77,1.0,3000.54,6.98,24,TRAILING STOP
2019-06-06,2019-06-20,SUGAR,12.51,12.43,1.0,-251.75,-0.64,14,TREND REVERSAL
2019-06-03,2019-06-21,DXY,97.14,96.22,1.0,-434.83,-0.95,18,TRAILING STOP
2019-05-24,2019-07-01,CORN,404.25,412.0,1.5,1184.69,2.88,38,TRAILING STOP
2019-06-12,2019-07-02,WHEAT,526.25,503.5,1.0,-1616.78,-4.32,20,TRAILING STOP
2019-06-18,2019-07-02,SOYBEANS,913.5,876.25,1.0,-1448.78,-4.08,14,TRAILING STOP
2019-07-03,2019-07-05,SUGAR,12.54,12.36,1.0,-514.1,-1.44,2,TREND REVERSAL
2019-07-03,2019-07-08,COFFEE,112.25,104.75,1.0,-2518.96,-6.68,5,STOP LOSS: -6.7%
2019-04-22,2019-07-11,TBOND,146.22,153.53,2.5,5414.54,12.5,80,TRAILING STOP
2019-06-04,2019-07-14,BTC,7707.77,10256.06,1.0,14421.46,33.06,40,TRAILING STOP
2019-07-14,2019-07-16,BTC,10256.06,9477.64,1.0,-2959.15,-7.59,2,STOP LOSS: -7.6%
2019-07-12,2019-07-17,SOYBEANS,906.75,882.5,1.0,-1015.88,-2.67,5,TREND REVERSAL
2019-07-02,2019-07-18,WHEAT,503.5,493.5,1.0,-788.18,-1.99,16,TRAILING STOP
2019-07-15,2019-07-24,COFFEE,108.8,101.0,1.0,-2655.37,-7.17,9,STOP LOSS: -7.2%
2019-07-01,2019-07-25,CORN,412.0,418.5,1.0,632.67,1.58,24,TRAILING STOP
2019-07-19,2019-07-25,SOYBEANS,901.5,882.5,1.0,-742.48,-2.11,6,TREND REVERSAL
2019-07-29,2019-07-30,SOYBEANS,885.75,878.75,1.0,-292.41,-0.79,1,TREND REVERSAL
2019-06-05,2019-07-31,DOW,25539.57,26864.27,2.5,5373.5,12.97,56,TRAILING STOP
2019-05-30,2019-08-01,XLF,23.25,24.43,2.5,5533.53,12.69,63,TRAILING STOP
2019-06-04,2019-08-01,SP500,2803.27,2953.56,2.5,6154.2,13.4,58,TRAILING STOP
2019-07-25,2019-08-01,CORN,418.5,392.75,1.0,-2396.42,-6.15,7,STOP LOSS: -6.2%
2019-05-29,2019-08-02,NASDAQ,7547.31,8004.07,2.5,6578.45,15.13,65,TRAILING STOP
2019-05-31,2019-08-02,XLK,33.8,37.3,2.5,11858.92,25.87,63,TRAILING STOP
2019-08-01,2019-08-05,SP500,2953.56,2844.74,1.0,-1617.56,-3.68,4,TRAILING STOP
2019-08-02,2019-08-05,DOW,26485.01,25717.74,1.0,-1169.78,-2.9,3,TRAILING STOP
2019-07-01,2019-08-12,DXY,96.84,97.38,1.0,212.43,0.56,42,TRAILING STOP
2019-07-19,2019-08-12,WHEAT,502.5,471.75,1.0,-2269.26,-6.12,24,STOP LOSS: -6.1%
2019-08-01,2019-08-13,CORN,392.75,366.0,1.0,-3147.62,-6.81,12,STOP LOSS: -6.8%
2019-07-16,2019-08-14,BTC,9477.64,10051.7,1.5,3360.6,9.09,29,TRAILING STOP
2019-08-02,2019-08-14,XLF,24.42,22.99,1.0,-2251.56,-5.87,12,TRAILING STOP
2019-08-14,2019-08-29,BTC,10051.7,9510.2,1.0,-2380.47,-5.39,15,TRAILING STOP
2019-07-17,2019-09-06,SILVER,15.89,17.97,1.0,4829.12,13.06,51,TRAILING STOP
2019-05-31,2019-09-09,GOLD,1305.8,1502.2,2.5,18143.51,37.6,101,TRAILING STOP
2019-04-12,2019-09-10,TNOTE10,123.09,129.56,2.5,5981.12,13.14,151,TRAILING STOP
2019-07-11,2019-09-11,TBOND,153.53,161.72,2.5,5330.77,13.33,62,TRAILING STOP
2019-09-11,2019-09-17,COFFEE,100.15,96.85,1.0,-1250.6,-3.3,6,TRAILING STOP
2019-08-29,2019-09-21,BTC,9510.2,10019.72,1.0,2361.01,5.36,23,TRAILING STOP
2019-09-21,2019-09-24,BTC,10019.72,8620.57,1.0,-5350.73,-13.96,3,STOP LOSS: -14.0%
2019-09-05,2019-09-25,PLATINUM,962.1,926.3,1.0,-1557.81,-3.72,20,TRAILING STOP
2019-09-06,2019-09-26,SILVER,17.97,17.8,1.0,-369.63,-0.93,20,TRAILING STOP
2019-08-02,2019-09-27,XLV,81.42,80.21,1.0,-697.77,-1.48,56,TRAILING STOP
2019-08-02,2019-09-27,NASDAQ,8004.07,7939.63,1.5,-540.31,-1.21,56,TRAILING STOP
2019-09-09,2019-09-30,GOLD,1502.2,1465.7,1.0,-998.66,-2.43,21,TRAILING STOP
2019-09-25,2019-09-30,PLATINUM,926.3,883.4,1.0,-1767.47,-4.63,5,TRAILING STOP
2019-08-05,2019-10-01,DOW,25717.74,26573.04,2.5,3200.25,8.31,57,TRAILING STOP
2019-09-09,2019-10-01,XLF,24.65,24.38,1.5,-652.24,-1.67,22,TRAILING STOP
2019-08-02,2019-10-02,XLK,37.3,37.05,1.5,-424.35,-1.0,61,TRAILING STOP
2019-08-05,2019-10-02,SP500,2844.74,2887.61,2.5,1526.47,3.77,58,TRAILING STOP
2019-09-06,2019-10-02,DAX,12191.73,11925.25,1.5,-1372.52,-3.28,26,TRAILING STOP
2019-09-24,2019-10-06,BTC,8620.57,7988.16,1.0,-2791.41,-7.34,12,STOP LOSS: -7.3%
2019-09-19,2019-10-07,COFFEE,98.35,97.0,1.5,-780.17,-2.06,18,TREND REVERSAL
2019-09-10,2019-10-11,TNOTE10,129.56,129.88,1.0,95.68,0.24,31,TRAILING STOP
2019-09-11,2019-10-11,TBOND,161.72,160.44,1.5,-474.78,-1.19,30,TRAILING STOP
2019-08-12,2019-10-15,DXY,97.38,98.29,1.5,563.81,1.4,64,TRAILING STOP
2019-10-01,2019-10-21,SUGAR,12.88,12.27,1.0,-2011.61,-4.74,20,TRAILING STOP
2019-10-15,2019-11-01,DXY,98.29,97.24,1.0,-406.14,-1.07,17,TRAILING STOP
2019-09-27,2019-11-05,SILVER,17.55,17.52,1.5,-125.66,-0.31,39,TRAILING STOP
2019-09-30,2019-11-05,GOLD,1465.7,1480.8,1.5,658.73,1.55,36,TRAILING STOP
2019-10-11,2019-11-05,TBOND,160.44,157.88,1.0,-636.74,-1.6,25,TRAILING STOP
2019-09-26,2019-11-06,SOYBEANS,888.5,915.0,2.5,2850.22,7.46,41,TRAILING STOP
2019-09-30,2019-11-07,PLATINUM,883.4,910.6,2.5,3117.13,7.7,38,TRAILING STOP
2019-10-11,2019-11-07,TNOTE10,129.88,128.39,1.0,-479.62,-1.14,27,TRAILING STOP
2019-11-05,2019-11-07,SILVER,17.52,16.97,1.0,-1191.98,-3.12,2,TRAILING STOP
2019-10-14,2019-11-11,WHEAT,511.0,505.75,1.0,-389.1,-1.03,28,TRAILING STOP
2019-11-05,2019-11-11,GOLD,1480.8,1455.5,1.0,-687.72,-1.71,6,TRAILING STOP
2019-11-07,2019-11-11,PLATINUM,910.6,877.3,1.0,-1404.94,-3.66,4,TRAILING STOP
2019-11-06,2019-11-14,SOYBEANS,915.0,900.25,1.0,-618.71,-1.61,8,TRAILING STOP
2019-11-11,2019-11-22,PLATINUM,877.3,889.8,1.5,856.84,2.14,11,TRAILING STOP
2019-11-14,2019-11-25,SOYBEANS,900.25,892.5,1.0,-327.73,-0.86,11,TRAILING STOP
2019-11-11,2019-11-27,GOLD,1455.5,1453.4,1.0,-60.89,-0.14,16,TRAILING STOP
2019-10-01,2019-12-03,DOW,26573.04,27502.81,2.5,3529.63,8.75,63,TRAILING STOP
2019-10-01,2019-12-03,XLF,24.38,26.27,2.5,7447.14,19.43,63,TRAILING STOP
2019-10-02,2019-12-03,XLK,37.05,40.77,2.5,10691.83,25.07,62,TRAILING STOP
2019-10-04,2019-12-03,SP500,2952.01,3093.2,2.5,4844.43,11.96,60,TRAILING STOP
2019-10-07,2019-12-03,NASDAQ,7956.29,8520.64,2.5,7466.91,17.73,57,TRAILING STOP
2019-11-04,2019-12-04,DXY,97.51,97.65,1.0,54.72,0.14,30,TRAILING STOP
2019-11-07,2019-12-06,SILVER,16.97,16.48,1.0,-1165.32,-2.88,29,TRAILING STOP
2019-11-07,2019-12-12,TNOTE10,128.39,128.44,1.0,15.54,0.04,35,TRAILING STOP
2019-10-21,2019-12-18,GBPUSD,1.29,1.31,1.5,984.21,2.58,58,TRAILING STOP
2019-11-05,2019-12-18,TBOND,157.88,156.84,1.0,-276.77,-0.65,43,TRAILING STOP
2019-11-22,2019-12-23,COFFEE,114.6,125.3,1.0,3567.97,9.34,31,TRAILING STOP
2019-12-04,2019-12-30,DXY,97.65,96.74,1.0,-366.54,-0.93,26,TRAILING STOP
2019-12-18,2020-01-06,CORN,387.0,384.75,1.0,-229.65,-0.58,19,TREND REVERSAL
2019-12-23,2020-01-08,COFFEE,125.3,119.15,1.0,-1944.34,-4.91,16,TRAILING STOP
