Entry,Exit,Ticker,MaxLev,PnL%,Reason
2009-10-27,2009-12-04,GOLD,3.0,38.88,TRAIL
2009-11-11,2009-12-04,EURUSD,1.0,-0.85,TRAIL
2009-11-26,2009-12-08,DAX,3.0,3.98,TRAIL
2009-11-27,2009-12-08,COPPER,3.0,1.49,PULL:2.8%
2009-11-27,2009-12-08,FTSE,3.0,-1.29,TRAIL
2009-12-03,2009-12-08,XLE,1.0,-2.65,STOP:-2.6%
2009-12-04,2009-12-08,XLF,2.0,-2.53,STOP:-2.5%
2009-11-19,2009-12-09,SOYBEANS,1.0,-1.01,PULL:3.0%
2009-11-27,2009-12-09,HANGSENG,3.0,2.87,TRAIL
2009-12-04,2009-12-09,PLATINUM,1.0,-2.8,STOP:-2.8%
2009-12-04,2009-12-09,GOLD,3.0,-4.14,STOP:-4.1%
2009-12-08,2009-12-10,NIKKEI,2.0,-2.74,STOP:-2.7%
2009-10-28,2009-12-17,XLV,3.0,30.82,TRAIL
2009-11-27,2009-12-17,DOW,3.0,-0.05,TRAIL
2009-12-08,2009-12-17,XLF,1.0,-1.4,PULL:2.8%
2009-12-09,2009-12-17,HANGSENG,1.0,-1.81,TRAIL
2009-12-09,2009-12-17,SOYBEANS,1.0,-0.63,PULL:3.5%
2009-12-09,2009-12-17,PLATINUM,1.0,1.2,TRAIL
2009-12-09,2009-12-17,GOLD,2.0,-1.21,PULL:2.5%
2009-12-17,2009-12-22,PLATINUM,1.0,-2.03,TRAIL
2009-12-17,2009-12-24,NATGAS,2.0,-2.17,PULL:3.1%
2009-12-03,2009-12-31,RUSSELL2000,3.0,18.65,TRAIL
2009-12-17,2009-12-31,DOW,3.0,3.49,TRAIL
2009-12-17,2009-12-31,XLV,3.0,1.08,TRAIL
2009-12-24,2009-12-31,XLE,3.0,-4.15,TRAIL
2009-12-08,2010-01-07,COPPER,3.0,25.99,TRAIL
2009-12-08,2010-01-12,DAX,3.0,13.42,TRAIL
2009-12-10,2010-01-12,CRUDE,3.0,43.59,TRAIL
2009-12-17,2010-01-12,XLF,3.0,21.46,TRAIL
2009-12-17,2010-01-12,GOLD,3.0,5.99,TRAIL
2009-12-22,2010-01-12,USDJPY,1.0,-0.79,TRAIL
2009-12-31,2010-01-12,XLE,3.0,12.31,TRAIL
2009-12-31,2010-01-12,RUSSELL2000,3.0,4.85,TRAIL
2010-01-07,2010-01-12,COPPER,3.0,-6.51,TRAIL
2009-12-08,2010-01-13,FTSE,3.0,14.38,TRAIL
2009-12-17,2010-01-13,HANGSENG,3.0,3.76,TRAIL
2010-01-12,2010-01-14,NATGAS,2.0,-0.11,PULL:2.5%
2009-12-31,2010-01-15,DOW,3.0,5.22,TRAIL
2010-01-12,2010-01-15,DAX,2.0,-2.26,TRAIL
2010-01-12,2010-01-15,RUSSELL2000,3.0,1.16,TRAIL
2010-01-12,2010-01-15,XLF,3.0,-1.4,TRAIL
2010-01-12,2010-01-19,EURUSD,1.0,-1.35,TRAIL
2010-01-12,2010-01-20,COPPER,3.0,0.76,TRAIL
2010-01-12,2010-01-20,GOLD,1.0,-1.47,PULL:2.7%
2010-01-14,2010-01-20,FTSE,2.0,-2.82,TRAIL
2010-01-15,2010-01-20,DAX,2.0,-0.83,TRAIL
2010-01-15,2010-01-20,RUSSELL2000,3.0,0.78,TRAIL
2009-12-31,2010-01-21,PLATINUM,3.0,8.71,TRAIL
2010-01-12,2010-01-21,XLE,2.0,-2.83,STOP:-2.8%
2010-01-13,2010-01-21,HANGSENG,1.0,-4.07,STOP:-4.1%
2010-01-15,2010-01-21,DOW,1.0,-2.07,TRAIL
2010-01-15,2010-01-21,XLF,2.0,-3.75,TRAIL
2010-01-20,2010-01-21,RUSSELL2000,2.0,-3.52,TRAIL
2010-01-20,2010-01-21,FTSE,2.0,-3.16,TRAIL
2010-01-20,2010-01-22,DAX,1.0,-2.67,STOP:-2.7%
2010-01-21,2010-01-22,XLE,2.0,-4.75,TRAIL
2010-01-21,2010-01-22,RUSSELL2000,2.0,-3.58,TRAIL
2010-01-21,2010-01-22,PLATINUM,2.0,-6.39,STOP:-3.2%
2010-01-21,2010-01-22,XLF,2.0,-6.55,STOP:-3.3%
2010-01-19,2010-01-26,NATGAS,2.0,-1.3,PULL:5.7%
2010-01-21,2010-01-26,HANGSENG,1.0,-3.61,STOP:-3.6%
2010-01-20,2010-01-27,COPPER,3.0,-3.93,STOP:-3.9%
2010-01-20,2010-01-27,GOLD,1.0,-2.51,STOP:-2.5%
2010-01-22,2010-01-27,PLATINUM,2.0,-3.27,STOP:-3.3%
2010-01-26,2010-01-27,NATGAS,1.0,-3.85,STOP:-3.8%
2010-01-21,2010-01-28,DOW,1.0,-2.59,STOP:-2.6%
2010-01-21,2010-01-28,FTSE,2.0,-3.55,STOP:-3.6%
2010-01-22,2010-01-28,DAX,1.0,-2.72,STOP:-2.7%
2010-01-27,2010-01-28,COPPER,1.0,-3.87,STOP:-3.9%
2010-01-27,2010-01-28,NATGAS,1.0,-2.58,STOP:-2.6%
2010-01-13,2010-01-29,GBPUSD,1.0,-1.85,TRAIL
2010-01-22,2010-01-29,XLE,1.0,-3.2,STOP:-3.2%
2010-01-22,2010-01-29,RUSSELL2000,1.0,-2.44,PULL:2.6%
2010-01-28,2010-02-03,COPPER,1.0,-3.95,STOP:-3.9%
2010-01-22,2010-02-04,XLF,1.0,-2.82,STOP:-2.8%
2010-01-27,2010-02-04,PLATINUM,2.0,3.42,TRAIL
2010-01-27,2010-02-04,GOLD,1.0,-2.03,TRAIL
2010-01-28,2010-02-04,DAX,1.0,-0.13,PULL:3.1%
2010-01-28,2010-02-04,XLV,2.0,-1.97,TRAIL
2010-01-29,2010-02-04,RUSSELL2000,1.0,-2.05,TRAIL
2010-01-29,2010-02-04,FTSE,1.0,-0.95,PULL:2.7%
2010-01-29,2010-02-04,CRUDE,1.0,0.34,PULL:5.3%
2010-02-03,2010-02-04,COPPER,1.0,-3.12,STOP:-3.1%
2010-01-26,2010-02-05,HANGSENG,1.0,-2.21,TRAIL
2010-01-28,2010-02-05,NIKKEI,1.0,-3.43,STOP:-3.4%
2010-02-04,2010-02-05,PLATINUM,1.0,-2.66,STOP:-2.7%
2010-02-04,2010-02-05,CRUDE,1.0,-2.67,STOP:-2.7%
2010-02-04,2010-02-05,COTTON,1.0,-3.44,STOP:-3.4%
2010-01-28,2010-02-09,NATGAS,1.0,2.96,PULL:4.1%
2010-02-09,2010-02-16,NATGAS,1.0,0.38,PULL:2.9%
2010-02-05,2010-02-19,HANGSENG,1.0,1.16,PULL:3.1%
2010-02-04,2010-02-23,COPPER,3.0,11.77,PULL:4.3%
2010-02-05,2010-02-24,PLATINUM,1.0,2.19,TRAIL
2010-02-05,2010-02-25,NIKKEI,1.0,0.45,PULL:2.9%
2010-02-16,2010-02-25,DAX,1.0,-1.07,TRAIL
2010-02-05,2010-03-09,COTTON,3.0,19.68,TRAIL
2010-03-09,2010-03-12,PLATINUM,3.0,2.16,TREND_REV
2010-02-05,2010-03-15,CRUDE,3.0,12.09,PULL:2.8%
2010-02-23,2010-03-15,COPPER,3.0,2.89,PULL:3.3%
2010-02-24,2010-03-18,XLE,3.0,7.86,TRAIL
2010-03-12,2010-03-18,NATGAS,1.0,-7.16,STOP:-7.2%
2010-02-04,2010-03-19,RUSSELL2000,3.0,42.84,TRAIL
2010-02-19,2010-03-22,HANGSENG,2.0,10.45,TRAIL
2010-03-18,2010-03-22,GOLD,1.0,-2.49,TRAIL
2010-02-04,2010-03-24,XLV,2.0,9.7,TRAIL
2010-03-18,2010-03-25,XLE,1.0,-3.31,STOP:-3.3%
2010-02-25,2010-03-30,FTSE,3.0,22.4,TRAIL
2010-03-30,2010-03-31,SOYBEANS,1.0,-3.39,STOP:-3.4%
2010-02-25,2010-04-08,DAX,2.0,23.12,TRAIL
2010-03-15,2010-04-08,NIKKEI,2.0,7.74,TRAIL
2010-03-31,2010-04-08,FTSE,3.0,1.75,TRAIL
2010-03-22,2010-04-09,CRUDE,3.0,9.03,TRAIL
2010-03-24,2010-04-15,XLV,1.0,-1.39,TRAIL
2010-02-04,2010-04-16,DOW,3.0,30.49,TRAIL
2010-02-04,2010-04-16,XLF,3.0,56.98,TRAIL
2010-02-04,2010-04-16,SP500,3.0,36.41,TRAIL
2010-03-15,2010-04-16,COPPER,3.0,6.18,TRAIL
2010-03-19,2010-04-16,RUSSELL2000,3.0,18.13,TRAIL
2010-03-25,2010-04-16,XLE,3.0,11.56,TRAIL
2010-04-08,2010-04-16,DAX,2.0,0.29,TRAIL
2010-04-08,2010-04-16,FTSE,2.0,1.1,TRAIL
2010-04-09,2010-04-16,GOLD,2.0,-4.27,TRAIL
2010-03-22,2010-04-19,HANGSENG,1.0,2.25,TRAIL
2010-04-15,2010-04-21,XLV,1.0,-1.32,TRAIL
2010-04-16,2010-04-22,COPPER,2.0,-1.54,TRAIL
2010-04-16,2010-04-22,FTSE,1.0,-1.37,TRAIL
2010-04-16,2010-04-27,DAX,3.0,-1.04,TRAIL
2010-04-16,2010-04-27,DOW,3.0,-0.73,TRAIL
2010-04-16,2010-04-27,XLE,3.0,3.44,TRAIL
2010-04-16,2010-04-27,RUSSELL2000,3.0,2.79,TRAIL
2010-04-16,2010-04-27,XLF,2.0,-2.45,TRAIL
2010-04-19,2010-04-27,CRUDE,2.0,1.22,PULL:3.1%
2010-04-21,2010-04-27,XLV,1.0,-2.36,TRAIL
2010-04-22,2010-04-27,COPPER,2.0,-6.95,STOP:-3.5%
2010-04-22,2010-04-27,FTSE,1.0,-1.09,TRAIL
2010-04-08,2010-04-28,GBPUSD,1.0,-0.52,TRAIL
2010-04-16,2010-04-28,NIKKEI,1.0,-1.6,PULL:2.6%
2010-04-27,2010-04-29,NATGAS,1.0,-5.6,STOP:-5.6%
2010-04-27,2010-04-30,DOW,3.0,0.45,TRAIL
2010-04-27,2010-04-30,RUSSELL2000,3.0,-1.94,TRAIL
2010-04-27,2010-04-30,XLF,2.0,2.51,TRAIL
2010-04-27,2010-05-03,COPPER,1.0,-2.53,STOP:-2.5%
2010-04-16,2010-05-04,GOLD,3.0,8.53,TRAIL
2010-04-27,2010-05-04,DAX,1.0,-2.48,PULL:2.6%
2010-04-27,2010-05-04,XLE,1.0,-1.68,PULL:2.8%
2010-04-27,2010-05-04,FTSE,1.0,-3.43,STOP:-3.4%
2010-04-28,2010-05-04,CRUDE,2.0,-1.15,TRAIL
2010-04-29,2010-05-04,SILVER,3.0,-11.82,STOP:-3.9%
2010-04-30,2010-05-04,RUSSELL2000,3.0,-2.89,TRAIL
2010-04-30,2010-05-04,XLF,2.0,-1.73,TRAIL
2010-05-03,2010-05-04,COPPER,1.0,-3.48,STOP:-3.5%
2010-04-27,2010-05-05,HANGSENG,1.0,-4.39,STOP:-4.4%
2010-04-30,2010-05-05,DOW,1.0,-1.29,TRAIL
2010-05-04,2010-05-05,CRUDE,1.0,-3.35,STOP:-3.3%
2010-04-28,2010-05-06,XLV,1.0,-2.4,TRAIL
2010-05-04,2010-05-06,RUSSELL2000,2.0,-5.28,STOP:-5.3%
2010-05-04,2010-05-06,XLF,1.0,-4.74,STOP:-4.7%
2010-05-04,2010-05-06,COTTON,2.0,-1.68,PULL:2.6%
2010-05-04,2010-05-06,SP500,1.0,-3.87,STOP:-3.9%
2010-05-05,2010-05-06,DOW,1.0,-3.19,STOP:-3.2%
2010-05-05,2010-05-06,CRUDE,1.0,-3.58,STOP:-3.6%
2010-05-04,2010-05-07,DAX,1.0,-4.86,STOP:-4.9%
2010-05-06,2010-05-07,RUSSELL2000,2.0,-5.72,STOP:-2.9%
2010-05-06,2010-05-07,CRUDE,1.0,-2.59,STOP:-2.6%
2010-05-06,2010-05-12,TBOND,1.0,-2.46,TRAIL
2010-05-07,2010-05-13,CRUDE,1.0,-0.95,PULL:3.1%
2010-05-04,2010-05-14,COPPER,1.0,-1.31,PULL:3.0%
2010-05-06,2010-05-14,XLF,1.0,0.59,PULL:4.4%
2010-05-06,2010-05-14,NASDAQ,1.0,1.17,PULL:3.2%
2010-05-07,2010-05-14,RUSSELL2000,2.0,6.28,PULL:3.1%
2010-05-07,2010-05-14,XLK,1.0,3.03,PULL:3.4%
2010-05-12,2010-05-14,DAX,1.0,-2.05,PULL:3.1%
2010-05-04,2010-05-17,SILVER,3.0,11.42,TRAIL
2010-05-05,2010-05-17,HANGSENG,1.0,-3.01,STOP:-3.0%
2010-05-14,2010-05-17,COPPER,1.0,-6.4,STOP:-6.4%
2010-05-13,2010-05-18,DOW,1.0,-2.52,STOP:-2.5%
2010-05-14,2010-05-18,XLF,1.0,-2.8,STOP:-2.8%
2010-05-04,2010-05-19,GOLD,3.0,4.11,TRAIL
2010-05-14,2010-05-19,DAX,1.0,-1.12,PULL:2.7%
2010-05-14,2010-05-19,RUSSELL2000,2.0,-2.82,STOP:-2.8%
2010-05-17,2010-05-19,NATGAS,1.0,-5.46,STOP:-5.5%
2010-05-17,2010-05-19,SILVER,2.0,-7.9,STOP:-4.0%
2010-05-14,2010-05-20,SP500,1.0,-5.64,STOP:-5.6%
2010-05-14,2010-05-20,NASDAQ,1.0,-6.09,STOP:-6.1%
2010-05-17,2010-05-20,COPPER,1.0,0.43,PULL:2.9%
2010-05-18,2010-05-20,XLK,1.0,-3.92,STOP:-3.9%
2010-05-19,2010-05-20,RUSSELL2000,1.0,-5.09,STOP:-5.1%
2010-05-19,2010-05-20,XLF,1.0,-4.62,STOP:-4.6%
2010-05-19,2010-05-21,SILVER,1.0,-2.54,STOP:-2.5%
2010-05-21,2010-05-24,XLF,1.0,-2.85,STOP:-2.8%
2010-05-20,2010-05-25,COPPER,1.0,3.34,PULL:3.3%
2010-05-06,2010-05-28,COTTON,3.0,2.3,TRAIL
2010-05-20,2010-06-01,RUSSELL2000,1.0,0.14,PULL:4.4%
2010-05-25,2010-06-01,COPPER,1.0,0.68,PULL:3.1%
2010-05-27,2010-06-01,XLF,1.0,-4.26,STOP:-4.3%
2010-05-19,2010-06-03,GOLD,2.0,2.63,TRAIL
2010-05-21,2010-06-03,SILVER,1.0,1.64,PULL:3.3%
2010-06-01,2010-06-03,COPPER,1.0,-3.78,STOP:-3.8%
2010-05-20,2010-06-04,NASDAQ,1.0,0.69,PULL:3.6%
2010-05-20,2010-06-04,XLK,1.0,0.52,PULL:3.2%
2010-05-28,2010-06-04,COTTON,1.0,-3.74,STOP:-3.7%
2010-06-02,2010-06-04,RUSSELL2000,1.0,-4.02,STOP:-4.0%
2010-06-03,2010-06-04,COPPER,1.0,-4.29,STOP:-4.3%
2010-06-03,2010-06-09,NATGAS,1.0,-0.28,PULL:4.9%
2010-05-06,2010-06-10,DXY,3.0,8.06,TRAIL
2010-06-09,2010-06-16,NATGAS,2.0,12.87,PULL:4.1%
2010-06-10,2010-06-17,DXY,1.0,-1.7,TRAIL
2010-06-11,2010-06-17,SUGAR,1.0,-0.25,PULL:3.0%
2010-06-14,2010-06-17,COPPER,1.0,-2.93,STOP:-2.9%
2010-06-15,2010-06-22,RUSSELL2000,1.0,-3.42,STOP:-3.4%
2010-06-16,2010-06-22,XLE,1.0,-2.63,STOP:-2.6%
2010-06-03,2010-06-23,GOLD,3.0,4.27,TRAIL
2010-06-07,2010-06-23,SILVER,3.0,3.32,TRAIL
2010-06-07,2010-06-24,DAX,2.0,3.57,PULL:2.8%
2010-06-17,2010-06-24,DOW,1.0,-2.7,STOP:-2.7%
2010-06-22,2010-06-24,FTSE,1.0,-2.8,STOP:-2.8%
2010-06-23,2010-06-28,NATGAS,1.0,-1.81,PULL:3.0%
2010-06-24,2010-06-28,GOLD,2.0,-1.17,TRAIL
2010-06-11,2010-06-29,COFFEE,3.0,34.25,PULL:3.3%
2010-06-17,2010-06-29,COPPER,1.0,0.45,TRAIL
2010-06-17,2010-06-29,HANGSENG,1.0,0.55,TRAIL
2010-06-22,2010-06-29,RUSSELL2000,1.0,-4.64,STOP:-4.6%
2010-06-23,2010-06-29,XLF,1.0,-3.65,STOP:-3.7%
2010-06-24,2010-06-29,DAX,1.0,-2.67,STOP:-2.7%
2010-06-24,2010-06-29,FTSE,1.0,-3.65,STOP:-3.6%
2010-06-28,2010-06-29,NATGAS,1.0,-3.58,STOP:-3.6%
2010-06-04,2010-06-30,COTTON,2.0,7.19,PULL:2.5%
2010-06-28,2010-07-01,PLATINUM,1.0,-3.98,STOP:-4.0%
2010-06-29,2010-07-01,GOLD,2.0,-5.75,STOP:-2.9%
2010-06-29,2010-07-01,SILVER,1.0,-4.49,STOP:-4.5%
2010-06-30,2010-07-01,SUGAR,1.0,-9.71,STOP:-9.7%
2010-06-29,2010-07-02,NATGAS,1.0,3.06,PULL:3.4%
2010-06-29,2010-07-05,DAX,1.0,-2.28,PULL:2.5%
2010-06-29,2010-07-06,COFFEE,3.0,-3.72,STOP:-3.7%
2010-07-02,2010-07-07,NATGAS,1.0,-2.6,STOP:-2.6%
2010-05-20,2010-07-08,TBOND,2.0,4.43,TRAIL
2010-06-30,2010-07-09,COTTON,1.0,-5.39,STOP:-5.4%
2010-07-01,2010-07-13,CORN,1.0,0.34,PULL:2.8%
2010-07-01,2010-07-16,SILVER,1.0,0.07,PULL:3.1%
2010-07-05,2010-07-16,DAX,1.0,3.85,PULL:2.7%
2010-07-06,2010-07-16,COPPER,1.0,-1.23,PULL:4.0%
2010-07-07,2010-07-16,RUSSELL2000,1.0,-0.21,TRAIL
2010-07-07,2010-07-16,XLF,1.0,-0.49,TRAIL
2010-07-01,2010-07-19,GOLD,1.0,-2.04,TRAIL
2010-07-16,2010-07-19,CORN,1.0,-3.36,STOP:-3.4%
2010-07-06,2010-07-20,COFFEE,2.0,0.61,TRAIL
2010-07-13,2010-07-20,WHEAT,1.0,7.7,PULL:3.2%
2010-07-16,2010-07-20,COTTON,1.0,-2.73,STOP:-2.7%
2010-07-08,2010-07-23,TBOND,2.0,0.59,TRAIL
2010-07-19,2010-07-23,CORN,1.0,-2.69,STOP:-2.7%
2010-07-16,2010-07-27,SILVER,1.0,-0.86,TRAIL
2010-07-19,2010-07-27,GOLD,1.0,-2.01,TRAIL
2010-07-09,2010-08-02,NATGAS,2.0,13.58,TRAIL
2010-07-20,2010-08-03,COFFEE,3.0,6.52,TRAIL
2010-07-01,2010-08-05,PLATINUM,2.0,9.21,TRAIL
2010-07-20,2010-08-06,WHEAT,3.0,77.34,TRAIL
2010-08-05,2010-08-09,PLATINUM,1.0,-1.88,TRAIL
2010-07-21,2010-08-10,COPPER,1.0,7.26,PULL:2.6%
2010-07-23,2010-08-10,RUSSELL2000,1.0,-0.66,PULL:2.8%
2010-07-22,2010-08-11,FTSE,1.0,-1.29,TRAIL
2010-07-27,2010-08-11,DAX,3.0,-0.86,TRAIL
2010-07-27,2010-08-11,DOW,1.0,-1.51,TRAIL
2010-08-02,2010-08-11,HANGSENG,1.0,-0.55,TRAIL
2010-08-03,2010-08-11,XLE,1.0,-3.48,STOP:-3.5%
2010-08-10,2010-08-11,XLV,1.0,-2.58,STOP:-2.6%
2010-08-10,2010-08-16,WHEAT,3.0,-4.46,STOP:-4.5%
2010-08-11,2010-08-18,SILVER,3.0,8.38,TRAIL
2010-08-09,2010-08-19,PLATINUM,1.0,-1.0,TRAIL
2010-08-17,2010-08-20,DAX,1.0,-3.24,STOP:-3.2%
2010-08-18,2010-08-20,SOYBEANS,1.0,-2.51,STOP:-2.5%
2010-08-19,2010-08-20,SILVER,1.0,-1.83,TRAIL
2010-08-11,2010-08-24,COFFEE,3.0,-6.59,TRAIL
2010-08-12,2010-08-24,CORN,3.0,-0.25,PULL:3.8%
2010-08-16,2010-08-24,COPPER,1.0,-1.14,TRAIL
2010-08-16,2010-08-24,WHEAT,3.0,4.97,PULL:2.5%
2010-08-24,2010-08-25,WHEAT,3.0,-12.0,STOP:-4.0%
2010-07-23,2010-08-27,TBOND,3.0,15.41,TRAIL
2010-08-25,2010-08-31,WHEAT,3.0,2.2,PULL:2.8%
2010-08-27,2010-09-01,TBOND,2.0,1.36,TRAIL
2010-08-31,2010-09-08,WHEAT,2.0,8.05,TRAIL
2010-05-21,2010-09-09,TNOTE10,1.0,2.76,TRAIL
2010-08-06,2010-09-10,GOLD,2.0,6.83,TRAIL
2010-08-24,2010-09-10,COFFEE,3.0,12.83,PULL:2.5%
2010-08-27,2010-09-10,COPPER,1.0,0.98,PULL:2.8%
2010-09-03,2010-09-10,PLATINUM,1.0,-1.19,TRAIL
2010-08-12,2010-09-13,DXY,1.0,-0.88,TRAIL
2010-09-01,2010-09-16,TBOND,1.0,-2.44,TRAIL
2010-09-08,2010-09-21,WHEAT,3.0,5.78,PULL:2.9%
2010-09-10,2010-09-22,XLF,1.0,0.09,PULL:2.6%
2010-07-21,2010-09-23,COTTON,3.0,24.12,TRAIL
2010-08-24,2010-09-23,CORN,3.0,23.2,PULL:2.7%
2010-09-03,2010-09-29,SOYBEANS,3.0,6.72,PULL:2.6%
2010-09-29,2010-10-01,SOYBEANS,2.0,-7.64,STOP:-3.8%
2010-09-09,2010-10-04,DAX,1.0,-1.4,PULL:2.6%
2010-08-20,2010-10-07,SILVER,3.0,76.46,TRAIL
2010-09-10,2010-10-07,COPPER,3.0,24.42,TRAIL
2010-09-22,2010-10-11,PLATINUM,3.0,9.87,TRAIL
2010-09-23,2010-10-15,TBOND,1.0,-1.29,TRAIL
2010-10-07,2010-10-15,TNOTE10,1.0,-0.71,TRAIL
2010-09-16,2010-10-18,HANGSENG,2.0,16.39,TRAIL
2010-09-10,2010-10-19,GOLD,3.0,21.84,TRAIL
2010-09-13,2010-10-19,DOW,2.0,8.24,TRAIL
2010-10-07,2010-10-19,COPPER,3.0,6.66,TRAIL
2010-10-15,2010-10-19,PLATINUM,2.0,-2.07,TRAIL
2010-10-15,2010-10-19,WHEAT,2.0,-4.68,STOP:-4.7%
2010-10-19,2010-10-26,TNOTE10,1.0,-1.03,TRAIL
2010-10-18,2010-10-27,HANGSENG,1.0,-1.3,TRAIL
2010-10-19,2010-10-27,COPPER,3.0,1.48,TRAIL
2010-10-19,2010-10-27,PLATINUM,3.0,0.45,TRAIL
2010-10-26,2010-11-02,WHEAT,3.0,0.33,PULL:3.3%
2010-10-19,2010-11-03,GOLD,3.0,0.45,TRAIL
2010-10-27,2010-11-03,PLATINUM,3.0,3.96,TRAIL
2010-10-27,2010-11-10,COPPER,3.0,15.3,TRAIL
2010-11-03,2010-11-10,PLATINUM,3.0,7.01,TRAIL
2010-10-19,2010-11-11,DOW,2.0,5.55,TRAIL
2010-09-23,2010-11-12,XLV,1.0,2.25,TRAIL
2010-10-01,2010-11-12,SOYBEANS,3.0,58.47,TRAIL
2010-10-04,2010-11-12,RUSSELL2000,3.0,22.33,TRAIL
2010-10-27,2010-11-12,HANGSENG,3.0,4.57,TRAIL
2010-11-02,2010-11-12,TNOTE10,1.0,-0.47,TRAIL
2010-11-03,2010-11-12,GOLD,3.0,6.35,TRAIL
2010-11-10,2010-11-12,COPPER,3.0,-5.86,TRAIL
2010-11-10,2010-11-12,PLATINUM,2.0,-6.13,STOP:-3.1%
2010-09-10,2010-11-16,FTSE,2.0,3.28,TRAIL
2010-09-21,2010-11-16,XLE,2.0,12.05,TRAIL
2010-10-11,2010-11-16,DAX,3.0,16.82,TRAIL
2010-11-11,2010-11-16,DOW,1.0,-2.3,TRAIL
2010-11-12,2010-11-16,COPPER,3.0,-12.69,STOP:-4.2%
2010-11-12,2010-11-16,SOYBEANS,3.0,-10.27,STOP:-3.4%
2010-11-12,2010-11-16,WHEAT,1.0,-6.43,STOP:-6.4%
2010-11-12,2010-11-16,CRUDE,2.0,-5.98,STOP:-3.0%
2010-11-12,2010-11-17,HANGSENG,1.0,-4.16,STOP:-4.2%
2010-11-12,2010-11-17,PLATINUM,1.0,-2.59,STOP:-2.6%
2010-11-16,2010-11-19,SOYBEANS,2.0,-2.99,PULL:3.3%
2010-11-16,2010-11-23,DAX,3.0,1.88,TRAIL
2010-11-16,2010-11-23,COPPER,1.0,-0.62,PULL:3.4%
2010-11-16,2010-11-23,XLE,3.0,3.42,TRAIL
2010-11-17,2010-11-23,HANGSENG,1.0,-1.37,TRAIL
2010-11-17,2010-11-23,FTSE,1.0,-1.96,TRAIL
2010-11-16,2010-11-26,SILVER,3.0,17.43,TRAIL
2010-11-23,2010-11-29,DAX,3.0,-0.31,TRAIL
2010-11-16,2010-12-03,DXY,1.0,0.21,TRAIL
2010-12-03,2010-12-07,PLATINUM,1.0,-1.36,TRAIL
2010-11-12,2010-12-08,GOLD,2.0,2.5,TRAIL
2010-12-07,2010-12-10,PLATINUM,1.0,-1.47,TRAIL
2010-11-16,2010-12-14,WHEAT,2.0,30.26,TRAIL
2010-11-23,2010-12-16,HANGSENG,1.0,-0.99,TRAIL
2010-11-29,2010-12-27,DAX,3.0,12.22,TRAIL
2010-11-16,2010-12-30,CRUDE,3.0,27.33,TRAIL
2010-11-12,2010-12-31,RUSSELL2000,3.0,26.85,TRAIL
2010-11-26,2010-12-31,FTSE,2.0,8.16,TRAIL
2010-11-23,2011-01-03,SOYBEANS,3.0,31.78,TRAIL
2010-11-23,2011-01-04,COPPER,3.0,53.7,TRAIL
2010-12-08,2011-01-04,GOLD,3.0,-0.87,TRAIL
2010-12-14,2011-01-04,PLATINUM,2.0,3.7,TRAIL
2010-12-31,2011-01-04,RUSSELL2000,3.0,0.83,TRAIL
2010-11-23,2011-01-06,XLE,3.0,19.12,TRAIL
2011-01-04,2011-01-06,COPPER,3.0,-2.92,TRAIL
2010-12-10,2011-01-07,XLF,3.0,9.88,TRAIL
2010-11-19,2011-01-10,DOW,3.0,11.62,TRAIL
2010-12-30,2011-01-10,HANGSENG,2.0,4.59,TRAIL
2011-01-03,2011-01-11,SOYBEANS,3.0,-1.44,PULL:2.6%
2010-12-31,2011-01-19,FTSE,3.0,2.6,TRAIL
2011-01-04,2011-01-19,RUSSELL2000,3.0,0.4,TRAIL
2011-01-04,2011-01-20,GOLD,1.0,-2.32,TRAIL
2011-01-06,2011-01-20,COPPER,3.0,-1.35,TRAIL
2011-01-10,2011-01-20,HANGSENG,2.0,4.05,TRAIL
2011-01-04,2011-01-21,NIKKEI,2.0,-1.19,TRAIL
2011-01-07,2011-01-25,PLATINUM,3.0,2.83,TRAIL
2011-01-11,2011-01-25,SOYBEANS,3.0,5.33,TRAIL
2011-01-20,2011-01-25,COPPER,2.0,-2.04,TRAIL
2010-12-16,2011-01-28,XLV,1.0,-0.02,TRAIL
2011-01-10,2011-01-28,DOW,2.0,3.2,TRAIL
2011-01-19,2011-01-28,RUSSELL2000,1.0,-1.46,PULL:2.5%
2011-01-21,2011-01-28,WHEAT,3.0,0.15,PULL:3.6%
2010-12-27,2011-01-31,DAX,3.0,4.59,TRAIL
2011-01-20,2011-01-31,HANGSENG,1.0,-2.32,TRAIL
2011-01-28,2011-02-04,CRUDE,2.0,-0.35,PULL:3.4%
2011-01-25,2011-02-10,PLATINUM,3.0,7.26,TRAIL
2011-01-28,2011-02-10,WHEAT,3.0,13.44,TRAIL
2011-01-25,2011-02-14,SOYBEANS,3.0,2.06,TRAIL
2011-01-25,2011-02-15,COPPER,3.0,22.22,TRAIL
2011-02-14,2011-02-15,SOYBEANS,2.0,-4.95,TRAIL
2011-02-15,2011-02-18,SOYBEANS,2.0,0.0,TRAIL
2011-01-31,2011-02-21,DAX,3.0,10.36,TRAIL
2011-01-20,2011-02-22,XLF,3.0,5.88,TRAIL
2011-01-28,2011-02-22,DOW,3.0,9.87,TRAIL
2011-01-28,2011-02-22,RUSSELL2000,3.0,14.53,TRAIL
2011-02-10,2011-02-22,PLATINUM,1.0,-2.19,TRAIL
2011-02-10,2011-02-22,XLV,2.0,0.0,TRAIL
