Price,Close,High,Low,Open,Volume
Ticker,ZB=F,ZB=F,ZB=F,ZB=F,ZB=F
Date,,,,,
2002-09-11,111.6875,112.03130340576172,111.0625,112.03130340576172,236
2002-09-12,112.71880340576172,112.75,111.65630340576172,111.65630340576172,471
2002-09-13,113.625,113.71880340576172,112.8125,112.8125,612
2002-09-16,113.9375,114.03130340576172,113.125,113.125,1197
2002-09-17,114.0625,114.28130340576172,112.90630340576172,113.4375,287
2002-09-18,113.9375,114.4375,113.875,114.0,109
2002-09-19,114.25,114.6875,114.0,114.0,139300
2002-09-20,113.0625,113.53130340576172,112.34380340576172,113.40630340576172,119342
2002-09-23,114.09380340576172,114.1875,112.8125,113.21880340576172,153519
2002-09-24,114.5,114.96880340576172,113.8125,113.96880340576172,158880
2002-09-25,113.0625,114.90630340576172,112.84380340576172,114.625,176553
2002-09-26,113.0,113.34380340576172,112.125,113.125,124495
2002-09-27,113.71880340576172,113.9375,112.6875,113.03130340576172,152861
2002-09-30,114.25,114.96880340576172,113.8125,114.03130340576172,169348
2002-10-01,113.3125,114.3125,112.6875,114.15630340576172,133137
2002-10-02,113.53130340576172,113.75,112.71880340576172,113.0625,128580
2002-10-03,113.4375,114.0,113.09380340576172,113.625,195920
2002-10-04,113.625,114.21880340576172,112.25,113.40630340576172,130959
2002-10-07,113.9375,114.4375,113.6875,114.0,194634
2002-10-08,113.84380340576172,115.09380340576172,113.625,113.9375,172909
2002-10-09,114.625,114.78130340576172,114.0,114.03130340576172,173098
2002-10-10,113.75,114.90630340576172,113.46880340576172,114.65630340576172,141400
2002-10-11,112.3125,113.90630340576172,112.0,113.65630340576172,141420
2002-10-14,112.3125,112.3125,112.3125,112.3125,190477
2002-10-15,110.15630340576172,112.34380340576172,109.625,112.09380340576172,160128
2002-10-16,109.78130340576172,110.53130340576172,109.40630340576172,110.3125,183336
2002-10-17,108.78130340576172,109.46880340576172,108.0625,109.46880340576172,199971
2002-10-18,108.6875,109.3125,107.5,108.375,132714
2002-10-21,108.0625,109.21880340576172,107.78130340576172,108.875,150646
2002-10-22,107.71880340576172,108.3125,107.40630340576172,107.9375,173753
2002-10-23,107.625,108.71880340576172,107.5,107.5625,182493
2002-10-24,108.4375,108.875,107.0625,107.625,114267
2002-10-25,109.0,109.15630340576172,108.40630340576172,108.8125,122898
2002-10-28,108.96880340576172,109.375,108.84380340576172,109.15630340576172,202961
2002-10-29,110.5625,111.03130340576172,108.90630340576172,108.90630340576172,142551
2002-10-30,110.21880340576172,110.75,109.90630340576172,110.1875,146089
2002-10-31,110.65630340576172,111.03130340576172,109.90630340576172,110.25,201074
2002-11-01,110.34380340576172,111.0,109.34380340576172,110.6875,112796
2002-11-04,109.6875,110.09380340576172,109.34380340576172,109.96880340576172,102327
2002-11-05,109.4375,109.78130340576172,109.09380340576172,109.625,184498
2002-11-06,109.90630340576172,110.71880340576172,108.625,109.5625,209771
2002-11-07,111.9375,112.21880340576172,110.3125,110.3125,156643
2002-11-08,112.96880340576172,113.1875,111.875,111.875,157896
2002-11-11,112.96880340576172,112.96880340576172,112.96880340576172,112.96880340576172,128975
2002-11-12,112.84380340576172,113.75,112.6875,113.375,153723
2002-11-13,113.0625,113.3125,112.3125,112.90630340576172,182325
2002-11-14,111.21880340576172,113.25,110.75,113.125,144444
2002-11-18,111.53099822998047,111.90599822998047,110.55999755859375,111.25,143524
2002-11-19,112.09300231933594,112.625,111.68699645996094,111.84300231933594,144282
2002-11-20,111.0,112.71820068359375,110.78119659423828,112.125,167174
2002-11-21,110.125,111.3125,109.65630340576172,111.09380340576172,112710
2002-11-22,109.875,110.40630340576172,109.71880340576172,110.03130340576172,94553
2002-11-25,109.84380340576172,110.5,109.5625,109.875,104654
2002-11-26,110.90630340576172,111.125,109.84380340576172,109.84380340576172,222
2002-11-27,109.71880340576172,109.875,109.65630340576172,109.875,3345
2002-11-29,109.1875,109.34380340576172,108.65630340576172,108.75,4016
2002-12-02,109.34380340576172,109.53130340576172,107.6875,108.78130340576172,2127
2002-12-03,109.1875,109.84380340576172,108.96880340576172,109.0625,2668
2002-12-04,109.78130340576172,110.25,109.46880340576172,109.46880340576172,1535
2002-12-05,110.46880340576172,110.625,109.09380340576172,110.09380340576172,1355
2002-12-06,110.53130340576172,112.0,110.125,110.28130340576172,400
2002-12-09,111.125,111.28130340576172,110.28130340576172,110.53130340576172,1136
2002-12-10,111.4375,111.53130340576172,110.9375,111.09380340576172,570
2002-12-11,112.21880340576172,112.3125,111.40630340576172,111.5,203
2002-12-12,112.25,112.4375,111.625,112.0,1110
2002-12-13,111.375,112.125,111.15630340576172,112.125,590
2002-12-16,110.46880340576172,111.4375,110.375,111.4375,689
2002-12-17,110.53130340576172,110.84380340576172,110.5,110.71880340576172,506
2002-12-18,111.1875,111.40630340576172,110.625,110.65630340576172,312
2002-12-19,111.90630340576172,111.90630340576172,111.0,111.09380340576172,66002
2002-12-20,110.96880340576172,111.15630340576172,110.46880340576172,110.8125,39200
2002-12-23,110.84380340576172,111.28130340576172,110.28130340576172,110.9375,25172
2002-12-24,111.5625,111.84380340576172,110.78130340576172,110.84380340576172,17617
2002-12-26,111.71880340576172,111.8125,111.375,111.5625,42688
